,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,room
54,Charming Room in Hip East Nashville,District 5,36.18181,-86.7528,Private room,78,2,541,121,1
55,Sylvan Park home 2 mi- downtown,District 24,36.14058,-86.82551,Entire home/apt,550,3,7,350,0
56,❤︎ NEWLY RENOVATED 1930 Cottage❤︎ PRIME Location❤︎,District 6,36.18719,-86.74243,Entire home/apt,211,2,273,335,0
57,Charismatic room in East Nashville,District 6,36.17833,-86.74426,Private room,70,2,49,0,1
58,Luxe Comfort in an Artistic & Historic Home,District 18,36.13549,-86.81257,Entire home/apt,706,30,68,232,0
59,Room At Eastland - Your totally private room!,District 6,36.18218,-86.726,Private room,45,2,115,244,1
60,2BR/1BA Long-Term FURNISHED Rental by Vandy,District 19,36.14454,-86.79452,Entire home/apt,90,30,92,175,0
61,"BEAUTIFUL AFFORDABLE SPACE 
F Non smoker only plz",District 12,36.1887,-86.59036,Private room,35,31,3,90,1
62,NASHVILLE'S GEM LOCATION! MUSIC ROW & VANDERBILT,District 18,36.140717,-86.815483,Entire home/apt,649,2,114,262,0
63,"Live Like a Local in E. Nashville, 196 5* Reviews",District 6,36.17061,-86.74256,Entire home/apt,182,2,233,45,0
64,Purple Moon River House  Monthly Rentals Only,District 15,36.2422,-86.70531,Entire home/apt,275,30,21,365,0
65,Cottage at West End/Vandy/Hillsboro,District 21,36.14705,-86.81845,Entire home/apt,98,1,607,296,0
66,"E. Nashville, 207 5* Reviews, Close to Everything",District 6,36.17029,-86.74104,Entire home/apt,149,2,233,18,0
67,Affordable extended stays,District 12,36.16162,-86.5911,Private room,34,30,9,356,1
68,Luxury Living & Perfect Location Walk to Music Row,District 18,36.14077,-86.81479,Entire home/apt,151,2,177,83,0
69,"East Nashville, 2 Bedroom Bungalow",District 7,36.21783,-86.71522,Entire home/apt,110,30,85,226,0
70,Historic Bungalow - 3 BR & 2.5 Bath,District 17,36.13434,-86.77735,Entire home/apt,100,30,5,0,0
71,"Modern Home, Gulch, Blocks from Downtown",District 19,36.14909,-86.78868,Entire home/apt,528,2,151,316,0
72,Cozy 1920s Cottage in 12th South,District 17,36.12834,-86.7861,Entire home/apt,277,5,33,0,0
73,"Modern, Stylish,  5 ★ Cottage close to EVERYTHING!",District 6,36.16662,-86.7486,Entire home/apt,75,30,157,134,0
74,Beautiful Loft Apt East Nashville,District 6,36.17718,-86.74109,Entire home/apt,93,2,444,126,0
75,"River View, Dock, Pool, Hot tub, CASR-201517041",District 15,36.22014,-86.70626,Entire home/apt,662,3,28,241,0
76,Light-filled Modern Bungalow at Musician's Hideaway,District 6,36.17477,-86.73981,Entire home/apt,347,3,94,15,0
77,"Nashville, Downtown ,Vandy ,Belmont, Pets welcome",District 17,36.14225,-86.79286,Entire home/apt,248,1,609,250,0
78,"4 BR Home, 10 min to Dwntwn",District 24,36.14579,-86.83957,Entire home/apt,300,2,26,0,0
79,"Poodle Springs, Luxury Lodging",District 34,36.05341,-86.84215,Private room,150,30,23,0,1
80,12th S- WALK TO RESTAURANTS!! 3 MILES TO DOWNTOWN,District 17,36.12133,-86.78245,Entire home/apt,408,3,207,329,0
81,Loaded Vagabond Studio (Near Opry and Downtown),District 15,36.16429,-86.68384,Entire home/apt,75,2,314,107,0
82,Beautiful Belmont Home Perfect for Family Fun!,District 18,36.12228,-86.80152,Entire home/apt,600,2,12,145,0
83,"Mulberry House, Upscale Guest Cottage in Nashville",District 25,36.11481,-86.78929,Entire home/apt,300,2,8,295,0
84,Cozy 2BR East Nashville suite,District 7,36.21517,-86.72557,Private room,90,2,66,0,1
85,Convenient Private Room in Midtown,District 21,36.15532,-86.8004,Private room,66,30,51,89,1
86,DOWNTOWN 7000 sf Mansion 7 Min to Broadway!,District 5,36.19976,-86.76057,Entire home/apt,839,4,121,359,0
87,"Travelers SUNNY PARADISE RM
Female 
Non Smkr  plz",District 12,36.18737,-86.59015,Private room,35,31,9,178,1
88,Charming private apt. in hip area,District 6,36.18774,-86.74115,Entire home/apt,95,1,844,250,0
89,Spacious 4BR Townhouse near Downtown,District 19,36.18161,-86.79086,Entire home/apt,499,2,122,335,0
90,Welcome to 12 South comfort!,District 17,36.1348,-86.78514,Entire home/apt,495,2,26,49,0
91,Cozy Chic Cottage in Popular East Nashville,District 6,36.17942,-86.7308,Entire home/apt,224,3,64,0,0
92,Belmont Modern Loft Guest House,District 18,36.12465,-86.7947,Entire home/apt,179,1,138,59,0
93,Casual Comfort at The Hotel Not California,District 16,36.12451,-86.71123,Entire home/apt,134,2,111,328,0
94,!!DOWNTOWN CONDO WITH GREAT POOL AND VIEW!! 84,District 19,36.17413,-86.7822,Entire home/apt,115,1,317,155,0
95,Spacious Home in Cool East Nashville - #2019071966,District 5,36.17866,-86.76967,Entire home/apt,429,2,53,214,0
96,Convenient Room in Midtown by Vandy,District 21,36.15615,-86.80048,Private room,80,30,1,179,1
97,East Nashville & Easy Bike Downtown,District 6,36.16369,-86.74046,Entire home/apt,200,2,101,192,0
98,"New, Spacious, Clean, near Downtown",District 17,36.13955,-86.76488,Entire home/apt,395,3,70,151,0
99,Sylvan Park Guest Quarters,District 24,36.1504,-86.84701,Entire home/apt,60,30,51,365,0
100,Downtown Hostel - Private Dorm,District 19,36.16428,-86.77653,Hotel room,999,1,181,0,3
101,"Serene, Cozy Getaway; Lipscomb, Vanderbilt,12South",District 25,36.10373,-86.79625,Entire home/apt,126,2,116,0,0
102,12th South Dream Retreat - Family Friendly!,District 17,36.1269,-86.78371,Entire home/apt,433,2,210,319,0
103,Location! Music Row Gulch Downtown!,District 19,36.15053,-86.78961,Entire home/apt,114,1,495,267,0
104,Restrung East Nashville Condo,District 6,36.17069,-86.75593,Entire home/apt,177,3,297,158,0
105,"Charming flat in heart of Nashville, Sylvan Park",District 24,36.14127,-86.82559,Entire home/apt,112,1,555,142,0
106,Cozy Bungalow,District 6,36.18188,-86.72623,Entire home/apt,60,2,113,0,0
107,Cottage-Style East Nashville Home close to Downtown,District 5,36.18081,-86.77149,Entire home/apt,142,2,556,258,0
108,Downtown Hostel (Coed Shared Dorm),District 19,36.1647,-86.77615,Hotel room,999,1,643,0,3
109,Five Star Buena Vista East Nashville Loft,District 6,36.16937,-86.73648,Entire home/apt,129,2,295,253,0
110,Historic Suite in East Nashville,District 6,36.19123,-86.74158,Private room,109,1,304,139,1
111,Beautiful Home Very Close to Downtown,District 23,36.13111,-86.8813,Entire home/apt,257,3,45,75,0
112,Family Home Downtown Nashville,District 19,36.17136,-86.79406,Entire home/apt,212,2,182,336,0
113,Modern Cottage East Nashville,District 6,36.18235,-86.72676,Entire home/apt,89,2,310,72,0
114,Southern Charm on the Farm,District 35,36.05274,-87.03498,Entire home/apt,135,2,171,355,0
115,"Luxury ""Shabby Chic Dollhouse"" Home~BEST LOCATION!",District 24,36.1221,-86.8422,Entire home/apt,263,30,8,350,0
116,Nature in Music City,District 30,36.07588,-86.71173,Entire home/apt,105,30,0,0,0
117,Private Entry/1895 Victorian,District 6,36.17377,-86.74145,Private room,104,1,439,334,1
118,"Restored Historic Home, Steps from Dining & Shops",District 6,36.17457,-86.75116,Entire home/apt,159,1,129,295,0
119,"SWANKY PAD, KILLER LOCATION!!!",District 18,36.12581,-86.80926,Entire home/apt,100,14,15,295,0
120,Stylish Condo in Trendy 12South,District 17,36.12385,-86.77719,Entire home/apt,106,27,24,270,0
121,Cozy Downtown Nashville Room,District 19,36.16185,-86.78039,Private room,132,1,85,0,1
122,"Modern Condo & Pool,Downtown Close! BudgetFriendly",District 17,36.12644,-86.77843,Entire home/apt,94,1,731,219,0
123,1BR/1BA Music Row Long-Term Executive Suite,District 17,36.14275,-86.79487,Entire home/apt,72,30,100,115,0
124,Urban Art District Abode,District 17,36.14392,-86.76227,Entire home/apt,122,1,672,274,0
125,!!RIVERFRONT CONDO WITH VIEW*  WALK TO BROADWAY!!,District 19,36.17105,-86.78033,Entire home/apt,111,1,359,255,0
126,"Trendy, Brand New Condo One Mile From Downtown.",District 21,36.15962,-86.80651,Entire home/apt,136,1,59,161,0
127,Belmont 12th South DREAM HOUSE: Top rated home,District 18,36.12465,-86.79689,Entire home/apt,1299,2,81,345,0
128,8th Ave. Near 12 South and Downtown,District 17,36.12609,-86.77792,Entire home/apt,87,3,311,188,0
129,Award Winning Private Cottage NASHVILLE,District 6,36.1748,-86.73808,Entire home/apt,141,1,664,293,0
130,Scandinavian Style Apartment in Heart of East Nashville,District 6,36.18111,-86.73229,Entire home/apt,94,1,554,162,0
131,East Nashville Victorian Home,District 6,36.18729,-86.73623,Entire home/apt,325,2,69,28,0
132,Big & Cozy East Nashville Retreat,District 5,36.18327,-86.75205,Entire home/apt,369,2,348,217,0
133,Stylish Condo Centrally Located,District 26,36.08643,-86.73305,Private room,68,2,21,0,1
134,The Hamilton ★ 3 BR/2 BA ★ 1.5 mi to Broadway,District 17,36.13807,-86.76732,Entire home/apt,149,3,262,327,0
135,"""Plan B"" Guest Suite",District 24,36.1484,-86.84671,Entire home/apt,45,30,106,0,0
136,"The Commodore-Stay ON Vandy Campus, Stay 3 Nights Get 4th Free Nov-Feb!",District 18,36.13751,-86.81267,Entire home/apt,214,2,130,306,0
137,"Beautifully Chic Home on the East Side, Clean & Sanitized",District 6,36.17144,-86.74783,Entire home/apt,224,2,152,339,0
138,Modern Studio in Hip Melrose,District 17,36.12679,-86.77831,Entire home/apt,68,2,406,344,0
139,East Nashville 1930's Cottage Unit B,District 7,36.19241,-86.72529,Entire home/apt,85,30,89,200,0
140,East Nashville 1930'a Cottage Unit A,District 7,36.19229,-86.7253,Entire home/apt,195,28,84,300,0
141,Private Loft Apt Vandy / Belmont,District 18,36.13361,-86.80678,Entire home/apt,99,2,290,0,0
142,Midtown/Kristofferson's old Apt!,District 19,36.15259,-86.79593,Entire home/apt,174,1,636,5,0
143,"Updated Historic Home, Vibrant Park, HVAC w/ UV L",District 24,36.13354,-86.82565,Entire home/apt,330,2,175,155,0
144,"Charming Poppy House Villa, Walk to Music and More.",District 19,36.14555,-86.7896,Entire home/apt,222,2,365,294,0
145,DOWNTOWN Riverfront Condo close to BROADWAY ACTION,District 19,36.17332,-86.78052,Entire home/apt,122,2,163,337,0
146,Great Condo in 12South,District 17,36.12529,-86.77814,Entire home/apt,146,27,25,188,0
147,Mid-Century Modern East Nashville Craftsman in Five Points,District 6,36.17614,-86.74306,Entire home/apt,159,2,242,136,0
148,"Germantown 4bd, 2 Miles from Bdwy",District 19,36.1809,-86.79249,Entire home/apt,513,2,117,305,0
149,Duplex- Inc Both Sides - in E. Nash 415 5* Reviews,District 6,36.1711,-86.74227,Entire home/apt,314,2,15,0,0
150,Southern Charm meets Old World Hospitality,District 25,36.08877,-86.79513,Entire home/apt,628,3,20,355,0
151,The Green Menagerie,District 27,36.05031,-86.73662,Private room,84,1,189,82,1
152,Gated community w/yard & parking✦Close to Downtown,District 17,36.12443,-86.76344,Entire home/apt,351,2,260,312,0
153,"Cute, Cozy Cottage in Nashville",District 24,36.14653,-86.84341,Entire home/apt,156,2,119,331,0
154,Downtown Nashville Condo on River,District 19,36.17394,-86.77991,Entire home/apt,196,2,94,334,0
155,Artistic Craftsman Home in East Nashville,District 5,36.18992,-86.74922,Entire home/apt,245,2,25,0,0
156,Luxurious Downtown Corner Views 2 bed 2bath-#211,District 19,36.15594,-86.76575,Entire home/apt,246,2,57,190,0
157,Nashville Carriage House,District 6,36.18504,-86.74595,Entire home/apt,105,1,445,322,0
158,Greenway Golden Bnb - E. Nashville getaway,District 7,36.20229,-86.70199,Entire home/apt,149,1,77,0,0
159,Spacious 1BD in Quiet Green Setting,District 23,36.13062,-86.88099,Entire home/apt,113,30,5,364,0
160,!!RIVERFRONT CONDO WITH VIEW*WALK TO BROADWAY!! 60,District 19,36.17068,-86.77854,Entire home/apt,111,1,404,268,0
161,East Nashville 3BR - Great location,District 5,36.19208,-86.76113,Entire home/apt,163,2,129,31,0
162,12 South Apartment for Rent,District 18,36.13279,-86.79113,Entire home/apt,80,1,294,276,0
163,Cozy Green Hills apartment (1 mi from Lipscomb U.),District 25,36.09474,-86.79189,Entire home/apt,94,3,431,106,0
164,Little Hollywood Gem East Nashville,District 6,36.17808,-86.73524,Entire home/apt,190,2,54,138,0
165,Entire Cozy Cottage/5 Points/E Nash,District 6,36.17777,-86.74039,Entire home/apt,121,2,341,307,0
166,Freshly Renovated Historic Suite,District 24,36.1497,-86.84371,Entire home/apt,100,1,401,312,0
167,4BDRM/7QUEEN Artist's Home*Deck*Gated w/a Park,District 17,36.12334,-86.76343,Entire home/apt,170,3,170,314,0
168,The Ruby at Music Row,District 19,36.14595,-86.7877,Entire home/apt,123,1,597,236,0
169,Sweet cottage on Nashville farm!,District 34,36.04394,-86.83424,Entire home/apt,138,90,73,261,0
170,"PRIVATE bd/bth, Great Location, Off-Street Parking",District 7,36.19762,-86.73347,Private room,110,1,100,365,1
171,Well Appointed Craftsman Style Row Home in Nations,District 20,36.15814,-86.84145,Entire home/apt,204,2,161,56,0
172,2BR - Sleeps 4 - Kid Friendly! Upstairs Suite,District 15,36.17458,-86.68806,Private room,99,2,132,331,1
173,"Charming room, 5 Points Nashville. private bathrm",District 6,36.18683,-86.73881,Private room,52,2,380,6,1
174,No more new rentals allowed,District 11,36.24147,-86.61309,Entire home/apt,2750,60,5,363,0
175,Cozy East Nashville Cottage with Relaxed Southern Style,District 5,36.20266,-86.74684,Entire home/apt,94,1,937,304,0
176,Full Studio Apt w/Mini-Kitchen,District 8,36.21645,-86.73049,Entire home/apt,48,30,0,296,0
177,"Hip, Cozy East Nashville Paradise. Pet friendly!",District 7,36.22973,-86.71275,Entire home/apt,245,1,92,298,0
178,Poplar Hollow Barn,District 35,36.05609,-86.97052,Entire home/apt,124,2,242,283,0
179,12 South Loft - Private Guesthouse,District 17,36.11869,-86.7833,Entire home/apt,162,2,149,165,0
180,2 Blocks from Music Row!,District 17,36.13721,-86.79316,Entire home/apt,169,2,191,174,0
181,Luxury Hillsboro Village Condo,District 18,36.13634,-86.80317,Entire home/apt,137,30,132,276,0
182,Period Cottage in the Foodie East Nashville Neighborhood,District 7,36.20404,-86.72695,Entire home/apt,300,30,83,0,0
183,Spacious E Nashville 2nd Fl Suite,District 6,36.18236,-86.73991,Private room,99,2,246,248,1
184,Best Deal near downtown- Adorable!!,District 16,36.09931,-86.73938,Entire home/apt,129,2,55,165,0
185,Cozy Lockeland Springs Private Loft,District 6,36.17283,-86.7381,Entire home/apt,92,2,361,352,0
186,4BR in East Nashville on Greenway,District 6,36.16798,-86.72635,Entire home/apt,140,2,22,0,0
187,Fantastic Location! West End/Vanderbilt/Elliston,District 21,36.14769,-86.80697,Entire home/apt,90,90,2,100,0
188,Nashville Cottage at 5 Points,District 6,36.17887,-86.74927,Entire home/apt,100,1,393,178,0
189,➥DT Riverfront Condo! 1 mi⇢Broadway*✧FREE PARKNG✧*,District 19,36.17572,-86.78225,Entire home/apt,132,2,72,227,0
190,Kooler Kendall,District 24,36.13491,-86.8636,Entire home/apt,342,3,33,299,0
191,Stylish Ranch Retreat - Be Downtown in 15 minutes,District 26,36.06131,-86.77083,Entire home/apt,218,3,5,0,0
192,*WONDERFUL NEW 4 BEDROOM HOME. CLOSE TO DOWNTOWN*,District 5,36.19573,-86.7631,Entire home/apt,344,2,44,285,0
193,Hip East Nashville - Front Porch,District 6,36.17847,-86.74711,Entire home/apt,144,2,167,176,0
194,Germantown - 1.7 mi to downtown,District 19,36.18102,-86.79417,Entire home/apt,184,1,321,113,0
195,Private flat with a view!,District 6,36.17475,-86.73605,Entire home/apt,130,2,255,23,0
196,Inviting East Nashville Home,District 6,36.17211,-86.7495,Entire home/apt,294,4,19,271,0
197,Room in Nashville,District 17,36.13103,-86.75416,Private room,130,1,0,0,1
198,"2 NEW HOPE CT PARADISE ROOM
Nonsmokers plz",District 12,36.16272,-86.58864,Private room,35,31,11,88,1
199,SPACIOUS MASTER BEDROOM NEAR PERCY PRIEST LAKE  NS,District 12,36.16453,-86.58652,Private room,40,31,6,88,1
200,Stylish East Nashville Getaway,District 6,36.17277,-86.74586,Entire home/apt,415,2,90,246,0
201,"Big cozy house w/pool, near airport",District 13,36.14196,-86.6361,Entire home/apt,169,2,205,116,0
202,12South Charmer. Guest Cottage ideal for ext. stay,District 17,36.11806,-86.78812,Entire home/apt,65,30,156,104,0
203,Massive Palace Close to Downtown!,District 19,36.17161,-86.79353,Entire home/apt,859,1,42,349,0
204,Amazing Master Suite -- Heart of East Nashville,District 6,36.17064,-86.74668,Private room,242,1,51,201,1
205,East Nashville Jewel,District 6,36.17229,-86.7457,Private room,160,1,64,201,1
206,Stay in Style Where the Musicians Live,District 6,36.17111,-86.74583,Entire home/apt,442,1,225,329,0
207,*FABULOUS NEW HOMES(S) CLOSE TO BROADWAY** 2,District 5,36.19767,-86.76311,Entire home/apt,397,2,79,280,0
208,Cute East Nashville Pad,District 5,36.20005,-86.75456,Entire home/apt,114,2,277,301,0
209,"Heidtke House, A Rare Find & Featured on TV!",District 15,36.16825,-86.67063,Entire home/apt,224,5,116,339,0
210,"Updated Tudor Home with Backyard Deck, Office, and Kid Space",District 5,36.18721,-86.75254,Entire home/apt,181,2,212,245,0
211,Best East Nashville Location - 3000ft2 Classic,District 6,36.17995,-86.74676,Entire home/apt,335,3,17,0,0
212,"Luxurious Private Studio, 10 min to downtown",District 25,36.10236,-86.78609,Entire home/apt,112,2,325,212,0
213,Comfy home in East Nashville,District 6,36.18091,-86.7171,Entire home/apt,220,3,103,73,0
214,East Nashville Eco Home,District 5,36.18733,-86.77153,Entire home/apt,214,2,302,0,0
215,East Nash Peaceful Abode- 1st Floor,District 6,36.18394,-86.73241,Private room,67,2,372,0,1
216,Suite min from downtown,District 35,36.06076,-86.92773,Private room,60,2,72,291,1
217,"$4M - 9,000ft Belle Meade Estate w/ Pool",District 23,36.11971,-86.85387,Entire home/apt,1400,3,136,358,0
218,Wyndham Nashville- 1 bdrm near Gaylord Palms,District 15,36.21685,-86.70283,Entire home/apt,161,2,30,59,0
219,Charming renovated bungalow,District 6,36.18803,-86.74077,Entire home/apt,178,2,241,297,0
220,Breathtaking Views of Nashville-Close to Downtown,District 21,36.153839,-86.823883,Entire home/apt,392,2,256,295,0
221,"Dolly's Tennessee Whiskey! Trendy Loft! Walk to Broadway, Free Parking! 2nd Ave",District 19,36.15495,-86.77043,Entire home/apt,147,3,358,341,0
222,The Launch Pad,District 17,36.14257,-86.76219,Entire home/apt,129,1,615,254,0
223,Hillisboro Treehouse:  Stay 30+ Days Only,District 18,36.12884,-86.81159,Entire home/apt,54,30,109,264,0
224,Hotel-Style Room 1-Block from Lower Broadway!,District 19,36.1647,-86.77615,Entire home/apt,956,1,74,0,0
225,Cute Nashville Craftsman Apt-Minutes to Downtown!,District 5,36.19126,-86.75808,Entire home/apt,500,2,156,46,0
226,Lovely East Nashville Private Suite,District 6,36.1791,-86.73852,Entire home/apt,115,2,353,68,0
227,Cozy apartment by Old Hickory lake,District 11,36.24871,-86.63949,Entire home/apt,71,2,1,350,0
228,Mt Juliet: 1BR Happy Hollow Cabin,District 33,36.12439,-86.54606,Entire home/apt,94,5,403,284,0
229,Sunny treetop loft walk to 5 points,District 6,36.17075,-86.74203,Entire home/apt,139,1,1,0,0
230,Casa Lola - Hip Victorian,District 6,36.17348,-86.75443,Private room,84,2,199,87,1
231,Stroll to East Nashville Restaurants from Cozy Guest Suite,District 6,36.18111,-86.73229,Entire home/apt,81,1,486,168,0
232,The Stewart House in 12th South - Half House,District 18,36.12473,-86.79341,Entire home/apt,167,2,276,206,0
233,Home (3BR) Close to everything EAST Nashville,District 5,36.1814,-86.75342,Entire home/apt,199,3,193,137,0
234,Musician's Abode - East Nashville,District 6,36.17026,-86.74325,Entire home/apt,136,1,252,333,0
235,Rollin On The River,District 7,36.20503,-86.69924,Entire home/apt,95,2,174,161,0
236,"2 Bedroom near City Center, Long Term Stays Only",District 6,36.16333,-86.75233,Entire home/apt,142,30,141,187,0
237,"Clean, Modern Five Points Apartment",District 5,36.17756,-86.7556,Entire home/apt,150,2,352,106,0
238,Perfect Home in Germantown Hot Spot!!,District 19,36.17949,-86.7934,Entire home/apt,484,2,67,318,0
239,Freedom Annex,District 20,36.15602,-86.87859,Entire home/apt,114,3,208,330,0
240,Dreamy Tiny House Cottage-Most Wish-listed in Tennessee,District 17,36.12442,-86.7537,Entire home/apt,96,1,762,319,0
241,14-Person Condo overlooking Nissan Stadium & River,District 19,36.16443,-86.77591,Entire home/apt,970,1,82,0,0
242,"◊ Cozy! spa, lux, large patio, 3bd/2ba,freparking◊",District 24,36.14834,-86.82817,Entire home/apt,224,2,131,245,0
243,4 Bedroom New Constr 1 Acre Estate,District 23,36.11262,-86.85343,Entire home/apt,750,1,0,0,0
244,The Jackson,District 16,36.10375,-86.73443,Entire home/apt,106,1,534,321,0
245,Sylvan Park Home - 3 BR/ 3 Baths,District 24,36.14491,-86.84947,Entire home/apt,200,2,1,0,0
246,Wyndham Nashville- 2 bdrm condo,District 15,36.21881,-86.70295,Entire home/apt,166,2,7,45,0
247,Newly Remodeled Centennial Park,District 21,36.14595,-86.82211,Private room,83,2,248,0,1
248,"Eastside Oasis - Convenient, Clean & Comfy",District 2,36.22912,-86.76527,Entire home/apt,150,30,125,256,0
249,2 Bedroom Apt for CMA Fest,District 18,36.12923,-86.79605,Entire home/apt,250,1,0,0,0
250,KenJi Retreat,District 8,36.24792,-86.72988,Entire home/apt,129,3,129,258,0
251,Quaint Apt. 3 mi to DT & 1 mi to HillsboroVillage,District 18,36.12696,-86.80653,Entire home/apt,134,1,420,353,0
252,"Downtown Nashville ""Music City Downtown Hideaway!""",District 19,36.17068,-86.79177,Entire home/apt,291,3,32,304,0
253,Gorgeous Home in Nashville’s Best Neighborhood,District 6,36.17253,-86.75735,Entire home/apt,500,2,11,0,0
