,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,room
2131,"Sunny, Ultra-new, Wash Park location in Denver!",Speer,39.71263,-104.97476,Entire home/apt,140,1,141,122,0
2132,🌳Large treetop apt home w/ partial mountain views!,Speer,39.71845,-104.98663,Entire home/apt,113,30,13,58,0
2133,"The Little Blue House, near Red Rocks can sleep 6.",Marston,39.62948,-105.10076,Entire home/apt,149,3,61,157,0
2134,Quiet Private Room in Uptown,City Park West,39.74599,-104.964,Private room,50,2,7,0,1
2135,Charming Historic Condo with Downtown Views!,Capitol Hill,39.73922,-104.98262,Entire home/apt,145,1,1,0,0
2136,CLEAN & Bright|2BR 2 BA | Hot tub | Great Location,West Colfax,39.74053,-105.04469,Entire home/apt,214,1,114,360,0
2137,New Washington Park two bedroom basement apartment,Washington Park,39.70064,-104.966,Entire home/apt,105,2,3,1,0
2138,Stylish 2 Bdrm Condo mins from DIA month to month,DIA,39.8033,-104.76933,Entire home/apt,81,29,3,140,0
2139,Beautiful  Lower Level Sunnyside Guest Suite.,Sunnyside,39.77339,-105.01272,Private room,51,1,137,27,1
2140,MoreLove,Gateway - Green Valley Ranch,39.77572,-104.7655,Private room,40,29,4,365,1
2141,Dog Friendly & 420 Friendly Two bedroom apartment,West Highland,39.76919,-105.03645,Entire home/apt,112,2,60,148,0
2142,⭐️Luxury ⭐️Modern Sloan’s Lake/Highway/Downtown❤️!,Sloan Lake,39.75425,-105.02916,Entire home/apt,345,29,29,365,0
2143,Our Beautiful Grey Brick House!,East Colfax,39.74523,-104.88532,Entire home/apt,354,2,37,281,0
2144,🌳Sunlit apartment on tree lined street!🌳,Cheesman Park,39.73486,-104.97264,Entire home/apt,105,30,12,57,0
2145,Centrally Located Denver 2/1,Berkeley,39.77501,-105.04774,Entire home/apt,85,30,5,61,0
2146,Spacious Townhouse with Rooftop Deck!,Jefferson Park,39.74803,-105.02243,Entire home/apt,368,4,10,206,0
2147,"Vintage yet Chic, in great location",Five Points,39.76012,-104.97531,Entire home/apt,125,2,35,0,0
2148,Stellar Location!- DTC Condo-Monthly-FAST WiFi,Hampden South,39.63976,-104.89826,Entire home/apt,60,180,7,123,0
2149,Highland Cottage - Quiet Flat in a Happening Spot,Highland,39.76118,-105.01884,Entire home/apt,150,3,40,20,0
2150,Clean+Bright Highlands Apt- Close to Everything!,West Highland,39.7613,-105.02544,Entire home/apt,86,30,9,107,0
2151,"Kasa | Walk to Larimer Square, 16th St Mall & Commons Park | Union Station",Union Station,39.75798,-105.00339,Entire home/apt,295,2,16,298,0
2152,Victorian Charm Cap Hill Furnished Studio-Suite#24,Cheesman Park,39.7388,-104.9654,Entire home/apt,93,1,24,365,0
2153,Charming Historic Apt! Walk to Breweries and Cafes,Baker,39.71757,-104.99006,Entire home/apt,75,29,14,2,0
2154,~Classic Victorian | Modern Amenities | Sunroom~,Whittier,39.75279,-104.96677,Entire home/apt,184,1,142,146,0
2155,Nice and clean,Gateway - Green Valley Ranch,39.77609,-104.7653,Private room,43,7,4,353,1
2156,Stunning Downtown View - Next to Bronco Stadium!,Jefferson Park,39.74904,-105.02483,Private room,326,1,10,179,1
2157,Bright + Modern 2 BR | Light Rail | Sloan’s Lake,West Colfax,39.73556,-105.03873,Entire home/apt,174,29,52,90,0
2158,🧳WANDERLUST - Curtis Park Getaway hottub elev8or🥶😮‍💨,Five Points,39.75483,-104.98652,Entire home/apt,471,1,18,354,0
2159,Modern Apartment Near the Denver Tech Center,Southmoor Park,39.6245,-104.90696,Entire home/apt,125,30,0,0,0
2160,Private & Spacious City Park Loft with Balcony,City Park,39.74198,-104.95494,Entire home/apt,115,29,45,333,0
2161,Monthly LoHi 1 Bedroom with Private Backyard,Highland,39.76387,-105.00362,Entire home/apt,89,30,13,78,0
2162,Western speakeasy❤of WashPark⚡Wi-Fi☀️outdoor space,Washington Park,39.69277,-104.96128,Entire home/apt,99,2,120,4,0
2163,*STAY SAFE* 4 Person Room W/View of Coors Field!!,Five Points,39.75314,-104.99087,Private room,113,1,29,313,1
2164,Upscale Condo Overlooking Union Station!,Union Station,39.75506,-105.00205,Entire home/apt,100,30,1,276,0
2165,Quiet 2 bedroom suite with pvt bath & kitchenette,Sunnyside,39.77328,-105.01222,Private room,115,2,20,360,1
2166,🧳WANDERLUST - Curtis Park Getaway hottub rooftop🥶😮‍💨,Five Points,39.75449,-104.98677,Entire home/apt,442,1,19,354,0
2167,Private Cheeseman Park Suite - Sleeps 5,Cheesman Park,39.73856,-104.9641,Entire home/apt,181,2,46,245,0
2168,Live + Work + Stay + Easy  |  2BR in Denver,Lowry Field,39.72328,-104.87606,Entire home/apt,178,30,0,365,0
2169,New modern home with beautiful view,Sunnyside,39.77204,-105.00945,Entire home/apt,713,1,19,278,0
2170,Luxe High Rise w Great City Views and Amenities,Union Station,39.75701,-105.00203,Entire home/apt,110,30,3,312,0
2171,HIDDEN GEM Modern Massive Loft - Your WFH Home!,CBD,39.74606,-104.9909,Entire home/apt,128,30,7,273,0
2172,Location! Highlands(LoHi) - Walk to Coors Field,Highland,39.76334,-105.00573,Entire home/apt,125,29,27,327,0
2173,Clean comfortable home in a great location,University,39.68628,-104.96977,Entire home/apt,100,30,4,339,0
2174,❤️  of Denver/RiNO ***SLEEPS 10*** Renovated & Hip,Five Points,39.76247,-104.97768,Entire home/apt,443,2,140,48,0
2175,"Modern comfort,private entry, 1 bdrm, kitchen, DIA",Gateway - Green Valley Ranch,39.79468,-104.74548,Entire home/apt,102,1,145,152,0
2176,Penthouse Condo in Cap Hill,Capitol Hill,39.73442,-104.98406,Entire home/apt,75,170,0,257,0
2177,Funky and unique space near Downtown Denver!,Baker,39.71734,-104.98865,Entire home/apt,110,29,60,87,0
2178,Upscale Union Station Condo,Union Station,39.75528,-105.0003,Entire home/apt,101,30,6,289,0
2179,Luxury Denver DIA,Gateway - Green Valley Ranch,39.77566,-104.76718,Private room,40,5,8,349,1
2180,Mint House Denver LoDo: Junior 1 Bedroom,Union Station,39.75676,-105.00089,Entire home/apt,282,1,20,167,0
2181,Mint House Denver LoDo: 1 Bedroom Apartment,Union Station,39.75668,-105.00043,Entire home/apt,304,1,14,181,0
2182,Mint House Denver LoDo: Studio Apartment,Union Station,39.75493,-105.00059,Entire home/apt,257,1,19,178,0
2183,"Mint House Denver LoDo: 2 Bedroom Apartment, Acc.",Union Station,39.75637,-105.00246,Entire home/apt,362,1,8,125,0
2184,Mint House Denver LoDo: 2 Bedroom Apartment,Union Station,39.75507,-105.00084,Entire home/apt,384,1,106,171,0
2185,Mint House Denver LoDo: Corner 2 Bedroom,Union Station,39.75666,-105.00272,Entire home/apt,434,1,15,181,0
2186,Well-kept apartment home | Studio in Denver,Highland,39.75646,-105.00797,Entire home/apt,165,30,0,365,0
2187,Well-kept apartment home | 2 BR in Denver,Highland,39.75646,-105.00797,Entire home/apt,205,30,0,365,0
2188,Well-kept apartment home | 2 BR in Denver,Highland,39.75646,-105.00797,Entire home/apt,214,30,0,365,0
2189,"CHARMING! Walk to Downtown Denver, Museums, Trails",Lincoln Park,39.73795,-105.00283,Entire home/apt,147,2,13,52,0
2190,Sentral 30+ Day Luxurious 2BR Apt w/Balcony in LoDo,Union Station,39.75445,-105.00184,Entire home/apt,184,30,0,70,0
2191,Private Home w/ Office + Backyard - WFH Oasis!,West Highland,39.76144,-105.04927,Entire home/apt,140,30,2,243,0
2192,RINO Arts Modern Condo,Five Points,39.75636,-104.98582,Entire home/apt,214,2,22,2,0
2193,Denver Modern Luxury - 2 Fireplaces + Private Deck,Speer,39.71124,-104.97743,Entire home/apt,213,4,46,277,0
2194,Downtown quite private room with private bath,Lincoln Park,39.7309,-105.00197,Private room,29,30,1,134,1
2195,Private Room in Denver Airport area,Montbello,39.78791,-104.83771,Private room,32,29,0,342,1
2196,Best room in Denver airport area,Gateway - Green Valley Ranch,39.77637,-104.76554,Private room,35,7,4,365,1
2197,Eclectic and Artsy Getaway in the Heart of Denver,Country Club,39.72062,-104.97159,Entire home/apt,392,2,81,147,0
2198,Heart of RiNo,Five Points,39.75656,-104.98403,Entire home/apt,300,1,61,130,0
2199,NEW! Trendy Townhome - Walk to Mile High Stadium!,Sloan Lake,39.74733,-105.02584,Entire home/apt,298,3,23,351,0
2200,"@Garden Level Park Hill - 2-bedroom, 1-bath. Home!",North Park Hill,39.76097,-104.92264,Entire home/apt,80,30,4,119,0
2201,Modern LoHi Townhouse w/Rooftop Deck & DnTown View,Highland,39.7645,-105.00495,Entire home/apt,577,3,23,0,0
2202,Family Home 5 bedroom 3 1/2 bath in Park Hill,South Park Hill,39.74429,-104.91324,Entire home/apt,415,3,7,85,0
2203,Denver Home near Downtown/Cole-RiNo Neighborhood,Cole,39.76236,-104.96797,Entire home/apt,621,2,69,172,0
2204,"Want Privacy, a Comfortable Bed, & Easy Checkin???",Villa Park,39.73145,-105.04621,Entire home/apt,96,2,31,5,0
2205,Modern Denver Oasis w/ Rooftop and Yard,West Colfax,39.74534,-105.0302,Entire home/apt,975,2,10,178,0
2206,"Sloan’s Lake Basement Private unit!Downtown, sport",Sloan Lake,39.75398,-105.03047,Entire home/apt,299,29,13,170,0
2207,Sloans Lake Victorian Stunner,West Colfax,39.7387,-105.04136,Entire home/apt,422,2,37,261,0
2208,Kasa ⛰ Enjoy Denver's Best Restaurants + Easy Access to the High County ⛰ Union Station,Union Station,39.75601,-105.00403,Entire home/apt,190,28,10,364,0
2209,Professionally maintained apt | 3BR in Denver,City Park,39.74158,-104.95294,Entire home/apt,266,90,0,365,0
2210,Retro-Mod Guest Suite - 16 Minutes to Downtown,North Park Hill,39.76098,-104.91144,Entire home/apt,116,1,67,265,0
2211,"DTC, close to everything!  Clean and cozy!",Hampden South,39.6361,-104.90012,Entire home/apt,131,30,14,258,0
2212,sunny bsmnt near airport w/ private bath & kitchen,Gateway - Green Valley Ranch,39.7828,-104.74665,Private room,40,30,8,0,1
2213,Entire duplex house by Cherry Creek GREAT location,Virginia Village,39.69072,-104.93679,Entire home/apt,135,2,51,66,0
2214,"Elegant, New, Tasteful Suite with King Bed",Regis,39.78587,-105.0314,Entire home/apt,103,2,51,84,0
2215,Sunny Room w Private Bathroom,Gateway - Green Valley Ranch,39.78224,-104.74788,Private room,27,29,2,0,1
2216,"Well-Located, Newly Renovated Breath of Fresh Air",Athmar Park,39.70942,-105.01894,Entire home/apt,144,1,35,65,0
2217,Private room in townhouse close to Downtown Denver,West Colfax,39.74327,-105.03256,Private room,100,1,17,75,1
2218,Fully Renovated Gem near Cherry Creek North,Wellshire,39.66599,-104.94875,Entire home/apt,100,1,75,236,0
2219,Cute rancher home just 7min from downtown,Chaffee Park,39.78814,-105.00851,Entire home/apt,170,1,27,6,0
2220,Beautiful mid-century stunner!,South Park Hill,39.74366,-104.90799,Entire home/apt,350,2,5,162,0
2221,Cozy Modern Studio,Hale,39.73383,-104.93688,Entire home/apt,49,30,6,62,0
2222,Spacious Studio w/ Jetted Tub,Whittier,39.75892,-104.9609,Entire home/apt,205,2,19,271,0
2223,Historic Carriage House guest suite @ Race St Keep,City Park West,39.74015,-104.96205,Private room,149,4,38,86,1
2224,Spacious Studio w/ Outdoor Fire Pit,Whittier,39.76052,-104.96085,Entire home/apt,150,30,5,29,0
2225,Food Forest Cottage in heart of Baker,Baker,39.72075,-104.99125,Entire home/apt,92,4,67,71,0
2226,Queen Bedroom near 9+CO,Hale,39.733166,-104.938072,Private room,55,1,21,332,1
2227,"3 Level Modern Home, Central LoHi, Free Parking",Highland,39.76028,-105.00767,Entire home/apt,463,2,31,163,0
2228,Hip Tiny Farmhouse Studio! Walk or Bike Downtown!,Jefferson Park,39.75046,-105.01982,Entire home/apt,65,30,2,0,0
2229,Clean & Cozy - Private Suite,Barnum West,39.72112,-105.04141,Entire home/apt,83,1,89,153,0
2230,RiNo Studio Downtown Denver,Five Points,39.75748,-104.98478,Entire home/apt,75,30,5,147,0
2231,The Last of the Thracians,Speer,39.71492,-104.97658,Private room,37,29,13,214,1
2232,🌳Lovely Cheesman Park apt on tree lined street 🌳,Cheesman Park,39.73506,-104.97151,Entire home/apt,128,30,9,56,0
2233,Charming City Park Gem in the Mile High City!,Skyland,39.75583,-104.95307,Private room,62,1,90,357,1
2234,Charming Duplex close to Downtown,Sunnyside,39.77682,-105.02026,Entire home/apt,200,30,5,242,0
2235,Modern downtown home w/ rooftop deck & fire pit!!,Lincoln Park,39.73415,-105.00262,Entire home/apt,329,2,17,20,0
2236,"2-Bedroom, Private Entrance 10-min to Downtown!",West Colfax,39.7423,-105.04018,Entire home/apt,126,1,41,306,0
2237,"Cozy, relaxing, conveniently located space!",Chaffee Park,39.78704,-105.02285,Private room,36,1,17,0,1
2238,Adorable Farmhouse Guest Suite,Berkeley,39.77188,-105.03494,Entire home/apt,127,1,101,140,0
2239,Denver Renovated Beauty,North Park Hill,39.75419,-104.92546,Entire home/apt,249,4,3,0,0
2240,"Denver home near Zoo, Museum, Cherry Creek, etc.",Congress Park,39.73407,-104.94208,Entire home/apt,129,1,109,172,0
2241,"Kasa 🏈 Catch a Game at Empower Field, Walk to Shopping & Dining  🏈 Union Station",Union Station,39.75627,-105.00471,Entire home/apt,142,2,151,362,0
2242,Kasa  ⛰ Walk to Confluence Park + Steps to Local Breweries ⛰ Union Station,Union Station,39.75639,-105.00322,Entire home/apt,181,2,211,362,0
2243,Kasa | Steps to Whole Foods + Light Rail | Union Station,Union Station,39.75824,-105.00259,Entire home/apt,124,2,136,360,0
2244,Barnum West Hideaway in Denver,Barnum West,39.72299,-105.05018,Entire home/apt,160,2,38,350,0
2245,Cozy Garden Level Home in Highlands / Sunnyside!,Sunnyside,39.77922,-105.01358,Entire home/apt,157,1,70,46,0
2246,RINO Retreat! Steps to Best Bars & Restaurants,Cole,39.76622,-104.97128,Entire home/apt,205,1,5,2,0
2247,Luxury One Bedroom Condo by Denver University,University Park,39.67258,-104.95849,Private room,80,30,0,179,1
2248,Stunning Central Park Home Next to Parks!,Stapleton,39.74862,-104.89564,Entire home/apt,464,29,2,180,0
2249,Entire House - Remodeled Victorian in RiNo,Cole,39.76787,-104.96763,Entire home/apt,123,30,5,87,0
2250,Luxury Townhouse - Make Yourself at Home!,Jefferson Park,39.75467,-105.02409,Entire home/apt,408,2,20,266,0
2251,Private Bedroom in Luxury Townhouse,Jefferson Park,39.75434,-105.02381,Private room,99,1,9,0,1
2252,"Comfy private room near Regis, 10 mins to downtown",Chaffee Park,39.78501,-105.02328,Private room,39,1,12,0,1
2253,Walkable Wash Park Bungalow- Close to everything!,Washington Park West,39.70929,-104.98538,Entire home/apt,155,2,15,0,0
2254,Oasis on Olive Street,South Park Hill,39.74133,-104.90742,Entire home/apt,106,1,96,55,0
2255,Urban style one bedroom in the heart of downtown!,Union Station,39.75304,-105.00267,Entire home/apt,98,30,0,331,0
2256,Cozy 1 bedroom right off 16th Street Mall,CBD,39.74565,-104.98837,Entire home/apt,79,30,1,314,0
2257,Victorian Charm Cap Hill Furnished Studio #25,Cheesman Park,39.73895,-104.96564,Entire home/apt,89,1,13,365,0
2258,Victorian Charm Cap Hill Furnished Studio-Suite#21,Cheesman Park,39.73903,-104.96399,Entire home/apt,113,1,26,364,0
2259,Cozy 2 bed next to Wash Park,Speer,39.71275,-104.98129,Entire home/apt,74,30,2,271,0
2260,2BD/2BA Remodeled Uptown Condo,North Capitol Hill,39.74448,-104.97898,Entire home/apt,115,30,1,365,0
2261,Urban 1 bed on 10th FL steps from Union Station,Union Station,39.75285,-105.00434,Entire home/apt,102,30,0,292,0
2262,Bright and Cozy Sunnyside Studio,Sunnyside,39.77718,-105.01662,Entire home/apt,140,1,34,331,0
2263,Convenient & Cozy Basement Apartment in NE Denver,Cole,39.76778,-104.96728,Entire home/apt,86,2,63,66,0
2264,Close to all the sites,City Park West,39.74669,-104.9654,Entire home/apt,65,60,1,327,0
2265,Downtown Denver Victorian Escape 🐶🏠 Dog Friendly,Five Points,39.7576,-104.97664,Entire home/apt,554,1,72,301,0
2266,Cozy Athmar Room B,Athmar Park,39.70125,-105.01393,Private room,31,29,14,57,1
2267,Spacious Basement Apartment in Historical Baker,Baker,39.7226,-104.99471,Private room,56,1,150,256,1
2268,All the Comforts of Home in the Heart of Downtown,CBD,39.74649,-104.99311,Private room,190,1,80,290,1
2269,Modern home in heart of Denver's West Highlands,West Highland,39.76127,-105.0407,Entire home/apt,1100,29,0,67,0
2270,Cheesman Cottage in the Heart of Denver,Cheesman Park,39.73592,-104.96417,Entire home/apt,95,30,5,40,0
2271,Living Spaces #2,Wellshire,39.66639,-104.9441,Private room,79,30,7,73,1
2272,*PERFECT* 2bd Apartment in the BEST Neighborhood!,Highland,39.76657,-105.01356,Entire home/apt,206,3,3,264,0
2273,Well-kept apartment home | 1 BR in Denver,Highland,39.75646,-105.00797,Entire home/apt,179,30,0,365,0
2274,Well-kept apartment home | 1 BR in Denver,Highland,39.75646,-105.00797,Entire home/apt,179,30,0,365,0
2275,Hip 1 Bedroom in LoHi - Walk to Bars & Food!,Highland,39.76494,-105.0056,Entire home/apt,116,1,77,15,0
2276,We are clean and quite people.,Stapleton,39.75855,-104.88099,Private room,75,29,0,364,1
2277,West Highlands Upper-Level Sweet Retreat,West Highland,39.76788,-105.05017,Entire home/apt,136,30,6,90,0
2278,Features,Stapleton,39.76049,-104.8816,Private room,65,29,0,364,1
2279,Bungalow on the Boulevard,Sloan Lake,39.75751,-105.02648,Entire home/apt,225,3,23,199,0
2280,"Duplex close to Downtown, Foothills & 420 Friendly",Valverde,39.72193,-105.02427,Entire home/apt,166,2,54,177,0
2281,"Cool, nice place",University Park,39.6838,-104.94475,Private room,65,29,22,0,1
2282,Amazing Artistic Loft in the Heart of Five Points,Five Points,39.75641,-104.97861,Entire home/apt,168,3,30,28,0
2283,**LoHi BUNGALOW IN THE HEART OF DENVER**,Highland,39.76468,-105.01159,Entire home/apt,85,30,7,171,0
2284,Denver in Color- Vibrant & Charming House,Berkeley,39.77244,-105.04246,Entire home/apt,77,1,59,0,0
2285,Very Walkable guest suite close to downtown Denver,Speer,39.71963,-104.97944,Entire home/apt,144,2,32,5,0
2286,All the Comforts of Home in Downtown Denver,CBD,39.7456,-104.99156,Private room,189,1,59,295,1
2287,Well-kept apartment home | 2 BR in Denver,Highland,39.75646,-105.00797,Entire home/apt,192,30,0,365,0
2288,Private Basement in Villa Park,Villa Park,39.72741,-105.04804,Private room,52,29,0,177,1
2289,Bright & sunny home in central Denver,Athmar Park,39.70401,-105.01612,Entire home/apt,240,3,9,0,0
2290,Gorgeous 3BR Wash Park Townhouse with Rooftop Deck,Washington Park West,39.69984,-104.98,Entire home/apt,160,30,9,245,0
2291,Your home away from home in the heart of Denver,Union Station,39.752,-104.99478,Entire home/apt,88,30,6,71,0
2292,"Cozy, comfortable totally private suite",Ruby Hill,39.69149,-105.01888,Entire home/apt,120,2,29,153,0
2293,Studio w/ office & kitchenette for remote workers,Hale,39.73881,-104.92399,Entire home/apt,65,30,1,0,0
2294,Treetop West- great loc w/ blazing 🔥 fast internet,Washington Park West,39.71026,-104.98413,Entire home/apt,114,30,10,89,0
2295,Autumn Get-Away in Denver Colorado,Five Points,39.74895,-104.98503,Entire home/apt,666,3,17,350,0
2296,Furnished Eastbridge Townhome 3BA/3.5BA,Stapleton,39.7573,-104.86348,Entire home/apt,113,30,0,238,0
2297,Beautiful Denver Bungalow,Sloan Lake,39.75773,-105.03176,Entire home/apt,104,1,10,336,0
2298,Modern Charming Bungalow,Sloan Lake,39.75711,-105.02852,Entire home/apt,219,2,17,327,0
2299,Luxurious Modern Townhome in Sloan's Lake Denver,West Colfax,39.74066,-105.02708,Entire home/apt,195,29,6,47,0
2300,The Comforts of Home in Central Downtown Denver,CBD,39.74767,-104.99152,Private room,189,1,58,295,1
2301,"420 Inside | Self Check-In | Sauna, Game Room, Gym",Gateway - Green Valley Ranch,39.79619,-104.76408,Private room,104,1,93,84,1
2302,Charming Townhouse in Historic Baker District,Baker,39.71643,-104.98937,Entire home/apt,137,30,17,358,0
2303,West wash park apt w/ blazing 🔥 fast internet,Washington Park West,39.7091,-104.9838,Entire home/apt,116,30,8,28,0
2304,DU Want to Getaway?,University,39.67951,-104.96955,Private room,69,1,60,93,1
2305,High Rise Condo Downtown-Executive 30 Day Rental,Union Station,39.75162,-104.99502,Entire home/apt,85,30,3,323,0
2306,Charming 2 bedroom Bungalow,Washington Park West,39.70963,-104.97373,Entire home/apt,250,29,10,0,0
2307,"Stunning New Townhome, Stylish, Close to Downtown",West Colfax,39.74259,-105.03024,Entire home/apt,243,2,27,36,0
2308,Family Friendly Guest Suite—Next to Wash Park!,Washington Park,39.70155,-104.96605,Entire home/apt,110,1,87,151,0
2309,"Fireplace, Space to Work, Private, Hip Location",City Park,39.74191,-104.94639,Entire home/apt,86,1,67,70,0
2310,Uptown Townhome with Rooftop Views! - Fast WIFI,Five Points,39.7501,-104.97465,Entire home/apt,174,29,5,259,0
2311,Cozy Athmar House 2 Bedroom Option,Athmar Park,39.6994,-105.01236,Entire home/apt,130,29,3,133,0
2312,Live + Work + Stay + Easy  |  2BR in Denver,Lowry Field,39.72328,-104.87606,Entire home/apt,164,30,0,365,0
2313,Sub lease apartment,Windsor,39.69917,-104.88167,Entire home/apt,700,29,0,179,0
2314,Holiday’s on 19th Floor Skyline View High-Rise,Union Station,39.75067,-104.99489,Entire home/apt,446,1,42,85,0
2315,The Denver Den,Valverde,39.71978,-105.02248,Entire home/apt,252,1,47,79,0
2316,Rocky Mountain 2 Bedroom Home In Denver,Barnum,39.71417,-105.03541,Entire home/apt,76,1,120,175,0
2317,Private Room in quiet Neighborhood,Washington Virginia Vale,39.70422,-104.92186,Private room,50,5,5,0,1
2318,Discounted THIS week! Great for groups and fams!,Washington Virginia Vale,39.7017,-104.91564,Entire home/apt,254,2,88,82,0
2319,Wood & Stone Guest Suite,College View - South Platte,39.66811,-105.02154,Entire home/apt,91,3,36,38,0
2320,Victorian Charm Cap Hill Furnished Studio-Suite #4,Cheesman Park,39.73945,-104.96391,Entire home/apt,112,1,26,355,0
2321,Professionally maintained apt | Studio in Denver,City Park,39.74158,-104.95294,Entire home/apt,152,90,0,365,0
2322,City Living in the Neighborhood,Stapleton,39.78621,-104.89466,Entire home/apt,234,29,3,101,0
2323,"Spacious Suite in Lovely Wash Park, Denver",Washington Park,39.69265,-104.96374,Entire home/apt,73,1,44,187,0
2324,Well-kept apartment home | 1 BR in Denver,Highland,39.75646,-105.00797,Entire home/apt,177,30,0,365,0
2325,Well-kept apartment home | Studio in Denver,Highland,39.75646,-105.00797,Entire home/apt,162,30,0,365,0
2326,Well-kept apartment home | 1 BR in Denver,Highland,39.75646,-105.00797,Entire home/apt,179,30,0,365,0
2327,Well-kept apartment home | 2 BR in Denver,Highland,39.75646,-105.00797,Entire home/apt,211,30,0,365,0
2328,Welcome Home CO! Near DU & Hospitals BBQ & Yard,Wellshire,39.65959,-104.95705,Entire home/apt,369,5,7,140,0
2329,Live + Work + Stay + Easy | 3 BR in Glendale,Washington Virginia Vale,39.70374,-104.93454,Entire home/apt,206,90,0,365,0
2330,"Bright, updated loft for two",Globeville,39.77425,-104.98125,Entire home/apt,145,29,18,221,0
2331,420 Friendly Modern Oasis w/ Game Room and A/C,Elyria Swansea,39.78613,-104.94809,Entire home/apt,150,1,91,68,0
2332,The Brick Suite | Cap Hill | 30-days min,Capitol Hill,39.73064,-104.97458,Entire home/apt,99,29,8,109,0
2333,Luxury Historic Denver 2 Bedroom w/ Yard & Hot Tub,Speer,39.71675,-104.98424,Entire home/apt,320,2,58,174,0
2334,Boutique Hotel Room Suite in Central Downtown,CBD,39.74778,-104.99283,Private room,189,1,35,294,1
2335,Boutique Hotel Room in Downtown Denver,CBD,39.74779,-104.99126,Private room,189,1,39,293,1
2336,Capitol Hill Studio with blazing fast internet,Cheesman Park,39.73448,-104.9712,Entire home/apt,100,30,9,66,0
2337,Cherry creek north condo steps from restaurants,Cherry Creek,39.72063,-104.95394,Entire home/apt,200,30,0,364,0
2338,Charming Historic Denver Cottage,Sloan Lake,39.75539,-105.02944,Entire home/apt,120,21,5,0,0
2339,Vice room in Denver,Gateway - Green Valley Ranch,39.7745,-104.76705,Private room,45,7,3,365,1
2340,Spacious 1 bedroom w/pool & gym near Union Station,Union Station,39.75378,-105.00292,Entire home/apt,90,29,4,0,0
2341,Fully Remodeled Private Suite in Athmar Park,Athmar Park,39.7092,-105.01675,Entire home/apt,93,3,21,146,0
2342,Spacious Contemporary Three Bedroom Loft + Balcony,Five Points,39.75554,-104.99225,Entire home/apt,866,2,32,336,0
2343,City Park Private Apartment - 10 mins to downtown,Whittier,39.75424,-104.95983,Entire home/apt,81,2,89,78,0
2344,Private bedroom + private bathroom in Denver,Cole,39.7714,-104.96426,Private room,99,29,0,365,1
2345,1 br 1.5 bath loft in heart of Rino neighborhood,Five Points,39.76464,-104.98157,Entire home/apt,72,180,3,303,0
2346,2 Large Bedrooms: Cozy Home Near DTC & Downtown,Southmoor Park,39.65075,-104.93044,Private room,140,3,1,158,1
2347,Park Hill Urban Zen Getaway,Northeast Park Hill,39.76412,-104.9264,Private room,90,2,21,0,1
2348,"Quiet, Upscale Neighborhood Large Room (full bed)",Southmoor Park,39.64889,-104.93084,Private room,78,3,14,135,1
2349,Quiet Neighborhood Near DTC & Greenwood Village,Southmoor Park,39.64862,-104.93057,Private room,72,3,16,133,1
2350,The Stiles Historical Estate by RiNo Art District!,Five Points,39.753,-104.97981,Entire home/apt,99,1,28,0,0
2351,Kasa ★ World-class Amenities + Walk to Parks & Restaurants ★ Union Station,Union Station,39.75652,-105.00438,Entire home/apt,176,2,99,361,0
2352,New Renovated Apartment in Aurora,Hampden,39.65308,-104.87361,Entire home/apt,300,29,0,365,0
2353,Denver New Renovated Apartment With Balcony,Goldsmith,39.67706,-104.90485,Entire home/apt,256,29,6,179,0
2354,A Spacious Suite in the Heart of Downtown,CBD,39.74781,-104.99261,Private room,189,1,73,291,1
2355,Comfortable Suite in the Heart of Downtown Denver,CBD,39.74595,-104.99288,Private room,189,1,36,294,1
2356,Luxury Suite at the Magnolia Denver,CBD,39.74591,-104.99319,Private room,193,1,51,292,1
2357,A Suite at the Magnolia Hotel in Central Downtown,CBD,39.7478,-104.99305,Private room,189,1,65,292,1
2358,A Suite in the Boutique Magnolia Hotel,CBD,39.74625,-104.99337,Private room,189,1,59,293,1
2359,Lovely Cheesman Park apt on tree lined street,Cheesman Park,39.73491,-104.97154,Entire home/apt,119,30,7,15,0
2360,Modern Townhome,Montclair,39.73188,-104.91975,Entire home/apt,105,30,4,279,0
2361,RiNo Art Lofts | Funky District | Walk Downtown!,Five Points,39.7659,-104.97886,Entire home/apt,124,2,59,245,0
2362,RiNo Art Lofts | Stunning Colorful Modern Design,Five Points,39.76432,-104.98036,Entire home/apt,79,2,60,235,0
2363,RiNo Art Lofts | Urban Cowboy Loft | Skyline Views!,Five Points,39.76422,-104.97913,Entire home/apt,104,2,53,252,0
2364,RiNo Art Lofts | Modern Rustic Oasis | Sleeps 6!,Five Points,39.76586,-104.97893,Entire home/apt,89,2,60,262,0
2365,Craftsman Bungalow Apartment 1 mi to Downtown/RiNo,Cole,39.76337,-104.96314,Entire home/apt,63,2,71,76,0
2366,DISCOUNTED THIS WEEK! Bungalow with backyard!,Northeast Park Hill,39.76237,-104.92409,Entire home/apt,136,2,73,72,0
2367,Wash Park Bungalow,Platt Park,39.69541,-104.98353,Entire home/apt,185,1,99,142,0
2368,Spacious Sweet Retreat in West Highlands,West Highland,39.76637,-105.04934,Entire home/apt,129,30,5,273,0
2369,Beautifully Updated 1900 Victorian House,Speer,39.71888,-104.98377,Entire home/apt,350,29,1,0,0
