,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,room
45,Beautiful Efficiency Apartment,City Park,29.98282,-90.09417,Entire home/apt,89,30,117,0,0
46,Quiet Stroll to the Quarter #1,St. Roch,29.97581,-90.05337,Private room,79,2,198,172,1
47,Quiet Stroll to the Quarter #2,St. Roch,29.97673,-90.05316,Private room,79,2,265,262,1
48,Ride the Streetcar to the French Quarter!,Mid-City,29.96658,-90.09607,Private room,90,1,738,287,1
49,Sky Loft Bywater-Marigny - GREAT LOCATION!!,St. Roch,29.97036,-90.05007,Entire home/apt,99,30,233,55,0
50,The Okra Inn Master: On Canal Streetcar Line,Mid-City,29.97524,-90.10003,Private room,62,1,218,0,1
51,The Okra Inn's Balcony Room: On Canal Streetcar,Mid-City,29.9754,-90.09804,Private room,59,1,234,1,1
52,studio unit 3 New Orleans,Lower Garden District,29.93396,-90.08066,Entire home/apt,257,2,0,90,0
53,Rumahku De New Orleans lic#17STR-11489 ex6/6/22,Fillmore,30.00784,-90.08124,Entire home/apt,100,3,314,236,0
54,Efficiency near City Park!,Fairgrounds,29.98078,-90.08057,Entire home/apt,53,30,35,189,0
55,Huckabuck Village in Historic Treme,Treme - Lafitte,29.96932,-90.07502,Private room,126,4,194,327,1
56,Cabaret Life: Spacious w/ wraparound balcony,Marigny,29.96577,-90.05811,Entire home/apt,275,3,198,139,0
57,Stay by the river in the safe & historic Bywater,Bywater,29.96056,-90.03423,Entire home/apt,100,3,501,43,0
58,The Cristo,Broadmoor,29.94811,-90.09961,Entire home/apt,155,30,156,0,0
59,Large Apt Bayou St John/City Park 3 miles to Dome,Bayou St. John,29.97728,-90.08278,Entire home/apt,250,30,96,87,0
60,Historic home near FQ-large groups/outdoor oasis,Seventh Ward,29.97478,-90.07634,Entire home/apt,500,3,115,229,0
61,GUEST WING BY THE RIVER ~2 Q Bedrooms,Holy Cross,29.95852,-90.02569,Entire home/apt,107,30,100,167,0
62,City Cove:   Great Monthly Rates!,Central City,29.93362,-90.08313,Entire home/apt,100,30,47,219,0
63,"Garden District, DT Views, Comfort",Central City,29.93534,-90.08321,Entire home/apt,195,3,49,73,0
64,Mardi Gras Balcony Views in Historic Garden District,Central City,29.93505,-90.08166,Entire home/apt,260,3,59,0,0
65,Fab Frenchmen Maison on the Park,Marigny,29.96609,-90.05718,Entire home/apt,475,4,172,0,0
66,Fab Apt with Perfect Park Porch,Leonidas,29.95565,-90.12383,Entire home/apt,125,31,107,275,0
67,NOLA house 3 blocks from streetcar,East Carrollton,29.94795,-90.12494,Entire home/apt,50,30,80,128,0
68,Privacy and Luxury,Irish Channel,29.92252,-90.08411,Entire home/apt,570,1,55,0,0
69,"City Park, Mid City, Safe area near Streetcar Stop",City Park,29.98148,-90.09697,Entire home/apt,65,30,58,116,0
70,Mansion in the Garden District,Central City,29.93505,-90.08166,Entire home/apt,1200,4,73,322,0
71,New Orleans Spacious Apt. Sleeps 6 On Canal Street,Mid-City,29.97237,-90.09663,Entire home/apt,152,2,209,88,0
72,Historic Apt in Magical Marigny,Marigny,29.96712,-90.05075,Entire home/apt,175,3,156,277,0
73,private getaway near french quarter,St. Claude,29.97043,-90.0476,Entire home/apt,75,30,115,0,0
74,HUGE Historic Warehouse District Condo,Central Business District,29.94499,-90.07222,Entire home/apt,286,30,10,236,0
75,Mid-City- Newly Renovated Efficiency!,City Park,29.98167,-90.09356,Entire home/apt,75,30,90,0,0
76,Bayou St. John Carriage House,Fairgrounds,29.97943,-90.08261,Entire home/apt,246,2,36,128,0
77,Retro Cottage near Bayou/ Jazz Fest,Fairgrounds,29.98209,-90.08431,Entire home/apt,60,30,74,2,0
78,"Marigny Oak House, French Quarter 3 Blocks Away",Marigny,29.96798,-90.06134,Entire home/apt,85,2,442,222,0
79,"Walk to Tulane, The Purple Room of the Treehouse",Audubon,29.93823,-90.11176,Private room,75,1,230,300,1
80,"Artist, LGBTQ, pet friendly, NOLA!",Mid-City,29.97495,-90.11019,Entire home/apt,82,30,137,35,0
81,"Meticulous:SUITE #1 Beautiful 2-BED,UPTOWN/Audubon",West Riverside,29.92048,-90.12346,Entire home/apt,259,2,31,249,0
82,"Immaculate: SWEET SUITE #2,Two-Bed UPTOWN AUDUBON",Audubon,29.92345,-90.12261,Entire home/apt,229,3,25,265,0
83,Modern Home Near French Quarter,Treme - Lafitte,29.97258,-90.07539,Entire home/apt,278,30,50,364,0
84,Lower Garden District Apartment,Lower Garden District,29.92729,-90.07521,Entire home/apt,102,3,155,7,0
85,"Tulane/Loyola U.  2 bedrooms upstairs, 1 bath",Audubon,29.94574,-90.11839,Entire home/apt,204,1,63,186,0
86,3 blocks from the St. Charles streetcar!,Central City,29.93694,-90.08212,Entire home/apt,94,2,410,29,0
87,"Airy, Spacious, Close to the Action",Seventh Ward,29.96947,-90.05842,Entire home/apt,105,3,183,0,0
88,Rent whole Townhouse in Uptown,Uptown,29.93276,-90.10265,Entire home/apt,1000,30,0,0,0
89,val blu,Freret,29.93552,-90.10923,Entire home/apt,111,30,15,166,0
90,2 Bedroom Suite in Uptown New Orleans,Uptown,29.92074,-90.1069,Entire home/apt,250,2,19,152,0
91,French Quarter Beauty,French Quarter,29.95978,-90.06505,Entire home/apt,199,30,17,365,0
92,Traditional Lower Garden District 2 bdrm apt,Central City,29.93668,-90.07614,Entire home/apt,142,2,301,46,0
93,Walk to Tulane -Bright Sunny Room of the Treehouse,Audubon,29.93823,-90.11151,Private room,75,1,224,325,1
94,Garden District Darling-close to Magazine/Downtown,St. Thomas Dev,29.92633,-90.07281,Entire home/apt,329,2,68,103,0
95,Your Own Apartment! Walk to Bourbon/French Quarter,Treme - Lafitte,29.96642,-90.06939,Entire home/apt,135,3,304,159,0
96,Enchanting Guest Suite on Magazine Street,Lower Garden District,29.92933,-90.07834,Private room,84,2,51,0,1
97,Loft Bywtr-Marigny GR8T LOCATION,St. Claude,29.96979,-90.04808,Entire home/apt,65,30,232,85,0
98,Spacious Broadmoor Townhome- Central to Everything,Broadmoor,29.95201,-90.10369,Entire home/apt,290,30,48,197,0
99,Bayou St John Historic Home,Bayou St. John,29.97885,-90.08411,Entire home/apt,329,2,78,291,0
100,Parks-Bowman Mansion: The Red Room,Garden District,29.92956,-90.08393,Private room,99,1,487,317,1
101,Parks-Bowman Mansion: The Haunted Bedroom,Garden District,29.92928,-90.08214,Private room,101,1,422,323,1
102,Parks-Bowman Mansion: The Library,Garden District,29.9294,-90.08436,Private room,113,1,619,263,1
103,New Orleans oasis with gated parking,Lower Garden District,29.93409,-90.07562,Entire home/apt,219,3,153,239,0
104,Marigny  Music Courtyard & Pool! #20STR-02763,Marigny,29.96688,-90.05105,Entire home/apt,239,2,165,251,0
105,Historic Carriage House  and Courtyard,East Riverside,29.91909,-90.08563,Entire home/apt,132,2,155,180,0
106,Amazing Elegant Estate 40% Off 5BR/4BA,Fairgrounds,29.9799,-90.08212,Entire home/apt,421,3,160,304,0
107,"Elegant Uptown New Orleans, near Universities",Audubon,29.93421,-90.11811,Private room,114,30,6,0,1
108,"1Red Suite HotTub,Pool,pet.Private Entrance",Lower Garden District,29.93846,-90.06831,Hotel room,134,2,184,36,3
109,"2 White Suite ,HotTub,Pool,pet. Private Entrance",Lower Garden District,29.93846,-90.06831,Private room,103,2,209,36,1
110,"4  Hollywood, HotTub,Pool,pet.Private Entrance",Lower Garden District,29.93846,-90.06831,Hotel room,106,2,145,37,3
111,"7  Jazz Suite,Completely private Hot Tub/Pool/Pet",Lower Garden District,29.93846,-90.06831,Hotel room,116,2,161,34,3
112,Cozy One Bedroom NOLA Apartment,Lower Garden District,29.93185,-90.07035,Entire home/apt,106,1,522,216,0
113,"New Orleans Rental, Esplanade Ridge",Fairgrounds,29.98323,-90.0866,Entire home/apt,100,30,116,305,0
114,Treme Creole Cottage,Treme - Lafitte,29.96625,-90.06758,Entire home/apt,161,2,329,74,0
115,The New Orleans Sweeeet Retreat,Holy Cross,29.95668,-90.00772,Entire home/apt,299,3,1,89,0
116,"6  Fleur De Lis Suite, Completely private Pool/Pet",Lower Garden District,29.93761,-90.06711,Hotel room,124,2,193,29,3
117,"3 Champagne Suite HotTub,Pool,pet.Private Entrance",Lower Garden District,29.93837,-90.06861,Hotel room,103,2,75,37,3
118,Legal Rental : Elegant Lower Garden District Home,Lower Garden District,29.93839,-90.07349,Entire home/apt,450,3,103,213,0
119,Big Easy Condo(close to the action),Treme - Lafitte,29.96288,-90.06642,Entire home/apt,149,1,246,287,0
120,Mid City Apartment with Pool Access,Mid-City,29.96925,-90.0995,Entire home/apt,150,30,64,365,0
121,Fun Studio steps to French Quarter!,Marigny,29.96501,-90.06122,Entire home/apt,110,4,305,97,0
122,Vibrant TREMÃˆ Jazz Shotgun/5 min FQ/Streetcar Walk,Treme - Lafitte,29.96439,-90.06782,Entire home/apt,106,30,203,0,0
123,Charming House with Movie Room,Fillmore,30.00877,-90.07375,Entire home/apt,429,2,71,164,0
124,Bayou St. John Studio,Bayou St. John,29.9765,-90.08845,Entire home/apt,94,2,295,28,0
125,"Cozy, Comfy & Convenient Uptown/Carrollton",Leonidas,29.95809,-90.12146,Entire home/apt,105,30,86,336,0
126,Musical & cultural extravaganza!,Marigny,29.96407,-90.05789,Entire home/apt,175,2,210,0,0
127,$95 per Night in January 2018! - New Year Special!,Lower Garden District,29.93417,-90.07281,Private room,109,30,205,365,1
128,Hotel Storyville -A New Orleans Inn,Seventh Ward,29.96751,-90.0655,Entire home/apt,132,2,83,38,0
129,Native New Orleans. Bywater near Crescent park.,Bywater,29.95967,-90.04474,Entire home/apt,70,30,72,222,0
130,$95 a Night in January 2018! - New Yearâ€™s Special!,Lower Garden District,29.9361,-90.07196,Private room,125,30,154,365,1
131,Pet Friendly Maison du Madison,Bywater,29.96743,-90.04974,Entire home/apt,87,2,254,301,0
132,The Harlequin House,Treme - Lafitte,29.97406,-90.07702,Private room,50,30,199,0,1
133,~Mid City Oasis~,City Park,29.98048,-90.09927,Entire home/apt,300,2,83,320,0
134,"Private Jacuzzi Suite, walk to Bourbon, FQ, Park",Treme - Lafitte,29.96642,-90.06939,Entire home/apt,181,3,280,152,0
135,Home Sweet Home By The River,Holy Cross,29.95915,-90.02643,Entire home/apt,110,30,6,0,0
136,FQ/Marigny Creole Cottage Beauty - Great Location!,Marigny,29.96501,-90.06108,Entire home/apt,514,2,151,324,0
137,Private Room in Mid-City,Mid-City,29.97302,-90.09915,Private room,65,100,8,0,1
138,"Garden Dist. Charmer w/lge yard, porch & Streetcar",Central City,29.931547,-90.087914,Entire home/apt,393,1,53,318,0
139,Beautiful Bywater Shotgun w/ Bikes!,St. Claude,29.96774,-90.03713,Entire home/apt,97,2,411,77,0
140,"Bywater Grand House
(1 month minimum)",Bywater,29.96304,-90.04044,Entire home/apt,338,30,23,331,0
141,"New Orleans 1br Suite, Avenue Plaza",Central City,29.93423,-90.08124,Entire home/apt,208,30,15,358,0
142,FANTASTIC FRENCH QUARTER SUITE !,Central Business District,29.95142,-90.06738,Entire home/apt,470,7,1,55,0
143,Lemon Tree Manor in Bywater,Bywater,29.96197,-90.04433,Entire home/apt,160,3,228,345,0
144,"Casa Pelican B&B and Cooking School, Balcony Room",Algiers Point,29.95371,-90.04773,Private room,95,1,353,288,1
145,Private Uptown Room on the Mississippi River,Black Pearl,29.94086,-90.13441,Private room,61,30,96,120,1
146,Historic Carriage House,Central City,29.93785,-90.0794,Entire home/apt,390,30,77,362,0
147,Charming casita  by Mississipi River,Holy Cross,29.95697,-90.02314,Entire home/apt,90,1,233,0,0
148,Charming uptown victorian!,Uptown,29.93099,-90.10839,Private room,100,30,89,338,1
149,Maison Thombeau - Magazine St. Riverfront Beauty,East Riverside,29.91899,-90.09143,Entire home/apt,375,90,20,87,0
150,Amazing Atmosphere Hostel - Private Room for Four,Central City,29.93783,-90.07861,Private room,156,1,9,134,1
151,Close to everything and cute too!,Central City,29.93678,-90.07981,Entire home/apt,89,2,289,34,0
152,The Laurel Bed and Breakfast in Mid-City,City Park,29.980228,-90.090805,Private room,135,2,24,248,1
153,doll house cottage...shotgun style!,Whitney,29.94806,-90.04517,Entire home/apt,150,30,47,273,0
154,Cottage in Gentilly Terrace,Gentilly Terrace,30.0067,-90.05324,Entire home/apt,90,30,0,0,0
155,Tree House,Bywater,29.96363,-90.04203,Entire home/apt,99,30,31,76,0
156,Cozy room,Fillmore,30.00139,-90.07567,Private room,45,2,387,7,1
157,HISTORIC BYWATER VACATION HOME,Bywater,29.96405,-90.03919,Entire home/apt,145,3,182,332,0
158,Irish Channel Loft Style apartment!,St. Thomas Dev,29.92329,-90.07232,Entire home/apt,278,30,77,106,0
159,The Epicenter,Marigny,29.96504,-90.0603,Private room,99,2,387,250,1
160,Spanish Build Apt w/Private Balcony,Broadmoor,29.94179,-90.09938,Entire home/apt,66,30,11,220,0
161,Airy & Beautiful apt near Magazine!,St. Thomas Dev,29.92315,-90.07394,Entire home/apt,249,30,22,59,0
162,Penthouse in The Historic Swoop-Duggins House,Central Business District,29.94642,-90.07356,Entire home/apt,499,30,111,159,0
163,Huge Space in the Heart of Midcity,Mid-City,29.96803,-90.08577,Entire home/apt,150,3,94,154,0
164,Upscale Home - Uptown NOLA,Uptown,29.9206,-90.10499,Entire home/apt,425,30,173,262,0
165,LARGE I BEDROOM 1BATH IN DUPLEX,Garden District,29.92974,-90.08386,Entire home/apt,122,30,11,227,0
166,French Quarter/Treme Creole Cottage,Treme - Lafitte,29.96609,-90.06506,Entire home/apt,189,3,175,253,0
167,"Frenchmen House ""Green Room""",Marigny,29.96763,-90.0593,Private room,75,1,510,0,1
168,Luxury & history in the Big Easy,Bywater,29.96246,-90.03515,Private room,199,3,162,137,1
169,Bayou St. John Creole Shotgun,Bayou St. John,29.97705,-90.0844,Entire home/apt,85,30,44,231,0
170,Sweet Creole Cottage in the Marigny,Marigny,29.96741,-90.0514,Entire home/apt,139,2,247,69,0
171,Marigny Creole Cottage - Awesome Neighborhood -,Marigny,29.96481,-90.05273,Entire home/apt,110,2,201,92,0
172,"14               Studio2 MAGAZINE ST. Hot Tub,Pets",St. Thomas Dev,29.93187,-90.07294,Entire home/apt,101,2,299,59,0
173,Balcony Suite on Royal Street Near French QTR #1,Marigny,29.96503,-90.05193,Private room,70,1,20,259,1
174,Historic Bywater Home for Rent,Bywater,29.96104,-90.03756,Entire home/apt,250,3,79,211,0
175,Bywater Beauty Guesthouse,Bywater,29.96682,-90.04688,Entire home/apt,109,4,376,26,0
176,Cozy Retreat steps from St. Charles Avenue,Central City,29.93238,-90.08933,Private room,55,2,110,293,1
177,Boutique Suite on Royal Street Near French QTR #2,Marigny,29.96503,-90.05193,Private room,61,1,25,286,1
178,Steps to the Quarter,Seventh Ward,29.96709,-90.06463,Entire home/apt,126,30,43,0,0
179,Super Clean! 5-Minute Ferry to French Quarter!,Algiers Point,29.95227,-90.05279,Entire home/apt,90,2,90,231,0
180,Great Location! Jazz Fest! LARGE GROUPS!,Mid-City,29.97073,-90.10037,Private room,55,30,33,96,1
181,Studio @ Club Wyndham Avenue Plaza,Central City,29.93567,-90.07968,Entire home/apt,200,5,2,0,0
182,Studio @ Club Wyndham Avenue Plaza,Central City,29.9357,-90.07901,Entire home/apt,150,3,2,0,0
183,Wonderful Queen Anne Victorian,Lower Garden District,29.93412,-90.07079,Entire home/apt,79,30,121,322,0
184,"Historical Charmer, Great Location",Seventh Ward,29.96995,-90.06314,Entire home/apt,175,30,180,238,0
185,The Mazant: Renovated 1880s Bywater Mansion w/Pool,St. Claude,29.9635,-90.03526,Entire home/apt,2057,3,114,174,0
186,Balcony Boutique Suite on Royal Street #3,Marigny,29.96503,-90.05193,Private room,70,1,20,276,1
187,Cozy Suite on Royal Street near French Quarter #4,Marigny,29.96503,-90.05193,Private room,70,1,37,264,1
188,Boutique Suite on Royal Street #5,Marigny,29.96503,-90.05193,Private room,70,1,18,270,1
189,Royal Street Kitchenette Balcony Suite 6,Marigny,29.96503,-90.05193,Private room,61,1,20,258,1
190,Walk / Bike to French Quarter 1,Treme - Lafitte,29.97029,-90.07163,Entire home/apt,95,2,446,126,0
191,Marigny Jewel - Home Away from Home (#137023),Marigny,29.96623,-90.05149,Entire home/apt,400,3,39,213,0
192,Funky One Bedroom Loft Home,Irish Channel,29.92281,-90.08621,Entire home/apt,89,30,32,273,0
193,Magazine St. Shopping 1 block 35% Corona discount,Irish Channel,29.92103,-90.08649,Entire home/apt,155,30,38,217,0
194,Old World Charm Uptown New Orleans,Uptown,29.92377,-90.10208,Private room,175,2,11,33,1
195,Unit2 Charming Authentic MidCity! U1 Sleeps 8 more,Tulane - Gravier,29.96304,-90.07953,Entire home/apt,289,1,185,228,0
196,Unit1 Charming Authentic MidCity! U2 Sleeps 8 more,Tulane - Gravier,29.96295,-90.08169,Entire home/apt,291,1,203,228,0
197,Treme Central - Huge Balcony,Treme - Lafitte,29.96589,-90.06681,Entire home/apt,150,30,210,180,0
198,1903 Queen Anne Beauty-ask about summer specials!,St. Claude,29.96439,-90.03744,Entire home/apt,209,3,188,283,0
199,"Historic Creole Cottage, 1 block to French Quarter",Treme - Lafitte,29.96617,-90.06433,Entire home/apt,2500,120,271,179,0
200,The Purple House by Tulane,Audubon,29.94982,-90.11606,Entire home/apt,84,1,458,55,0
201,MARCELINâ€™S ON NAPOLEON,Broadmoor,29.94275,-90.10516,Entire home/apt,307,2,156,217,0
202,Luxury 2 bedroom Condo - 1870's Shotgun House,Lower Garden District,29.93627,-90.07191,Entire home/apt,355,30,7,358,0
203,Private Audubon Park Garden Studio near Tulane,Audubon,29.93283,-90.12878,Entire home/apt,88,2,122,116,0
204,Mid City Magic!,Mid-City,29.96639,-90.09318,Private room,80,2,211,308,1
205,Mid City Rose Room,Mid-City,29.96639,-90.09318,Private room,73,2,198,311,1
206,Mid City Twin Beds!!,Mid-City,29.96639,-90.09318,Private room,74,2,185,313,1
207,Studio near French Quarter and Casino Sleep 4,Central Business District,29.95199,-90.06711,Entire home/apt,299,3,14,0,0
208,Like the French Quarter - but better!,Lower Garden District,29.92983,-90.07568,Entire home/apt,105,30,20,68,0
209,Sleep 6 next to the French Quarter!,Central Business District,29.95036,-90.06879,Entire home/apt,278,3,32,0,0
210,Airy Loft in Creole Cottage in Historic Uptown,Black Pearl,29.93833,-90.13355,Entire home/apt,124,30,164,322,0
211,Lower Garden District Charmer,St. Thomas Dev,29.92405,-90.07428,Entire home/apt,493,30,17,363,0
212,Affordable 3BR Apartment; 4 Blocks from Street Car,Mid-City,29.96604,-90.09524,Entire home/apt,453,1,179,0,0
213,3BR Steps to the Quarter,Seventh Ward,29.96808,-90.06309,Entire home/apt,836,30,27,85,0
214,Charles Suite - 2 bed 2.5 bath near French Quarter,Treme - Lafitte,29.96699,-90.06852,Entire home/apt,225,30,68,174,0
215,Private rm in the St. Roch/Marigny,St. Roch,29.97165,-90.05127,Private room,75,30,101,0,1
216,BYWATER- OWNER OCCUPIED PROPERTY- Monthly Rental,Bywater,29.96277,-90.03329,Entire home/apt,157,2,145,300,0
217,Historic Bywater in the Big Easy - Entire House,St. Claude,29.96951,-90.04341,Entire home/apt,104,2,386,102,0
218,Single Room with 2 beds and couch,Mid-City,29.97409,-90.10041,Private room,150,30,31,365,1
219,Walk to Tulane -Library Room  2 Twins or King Size,Audubon,29.93823,-90.11151,Private room,75,1,119,232,1
220,"Large House Walk to French Qrtr, Faubourg Marigny",Marigny,29.96565,-90.06189,Entire home/apt,165,1,350,252,0
221,FAMILY REUNIONS WELCOME! 5BR/5BA,Seventh Ward,29.96729,-90.06464,Entire home/apt,2000,30,17,361,0
222,Cozy apartment in the Marigny,Marigny,29.96459,-90.05195,Entire home/apt,150,2,262,275,0
223,Colorful Shotgun in the Marigny,Marigny,29.96282,-90.05681,Private room,182,1,316,142,1
224,"Boutique Apartment in Treme, NOLA",Seventh Ward,29.97197,-90.06565,Entire home/apt,99,2,362,300,0
225,Best Location- Quarter Condo w pool,French Quarter,29.96107,-90.06247,Entire home/apt,250,32,69,180,0
226,Musician-owned charmer near Jazzfest.,Bayou St. John,29.97566,-90.08891,Entire home/apt,675,30,3,0,0
227,Fairgrounds Triangle 1 bed/1 bath Private Entrance,Fairgrounds,29.98414,-90.07457,Entire home/apt,80,1,323,0,0
228,JAZZ FEST Cozy Cottage Getaway!,Fairgrounds,29.97714,-90.07808,Entire home/apt,265,30,53,0,0
229,Esplanade Guest Quarters,French Quarter,29.96433,-90.06222,Entire home/apt,179,30,169,190,0
230,New Orleans at its BEST! On Canal streetcar line!,Mid-City,29.97858,-90.10403,Entire home/apt,695,2,132,252,0
231,Peaceful Neighborhood Retreat,Seventh Ward,29.97221,-90.07214,Entire home/apt,77,3,200,40,0
232,"""Delille"" Studio - Steps to French Qtr",Seventh Ward,29.96793,-90.06357,Entire home/apt,102,30,184,301,0
233,"Oak Street Studio w/Food, Fun, Balcony &Streetcar!",Leonidas,29.95165,-90.13512,Entire home/apt,78,3,270,38,0
234,"Garden dist 1 BR sleep4, street car",Lower Garden District,29.93384,-90.07998,Entire home/apt,299,3,4,0,0
235,On Esplanade Avenue-French Quarter,French Quarter,29.96454,-90.06268,Entire home/apt,149,3,335,229,0
236,Walk to Jazz Fest,City Park,29.98257,-90.09404,Private room,69,1,112,18,1
237,JAZZFEST Shotgun,Bayou St. John,29.97371,-90.08283,Entire home/apt,99,2,138,129,0
238,Magazine Street Style,Lower Garden District,29.93205,-90.07865,Entire home/apt,250,30,2,0,0
239,A place with Character,Lower Garden District,29.93369,-90.07723,Private room,87,30,97,87,1
240,Charming Marigny Triangle Back Home,Marigny,29.96579,-90.06158,Entire home/apt,152,2,322,47,0
241,Sleep 4 next to the French Quarter2,Central Business District,29.9505,-90.06665,Entire home/apt,249,3,21,0,0
242,The Okra Inn Master II: On Canal Streetcar Line,Mid-City,29.97414,-90.09828,Private room,48,1,138,0,1
243,Okra Inn: On Canal Streetcar Line,Mid-City,29.9758,-90.09819,Entire home/apt,511,1,119,67,0
244,FABULOUS LOCATION Private bath-living room-parking,Marigny,29.96528,-90.05915,Private room,66,4,432,76,1
245,New Orleans one bedroom unit,Lower Garden District,29.934,-90.07919,Entire home/apt,282,2,1,358,0
246,Cozy Cottage-Near French Quarter,Algiers Point,29.95032,-90.05228,Entire home/apt,103,3,38,67,0
247,"Creole Cottage, Pool, Porch and Lush Garden",Fairgrounds,29.97786,-90.08036,Entire home/apt,594,3,33,251,0
248,Apartment at walking distance FQ,St. Roch,29.97272,-90.05613,Entire home/apt,72,1,454,46,0
249,Storyville Madam's Music Parlor with Innovative Cleaning,Fairgrounds,29.98042,-90.08171,Entire home/apt,118,2,101,195,0
