,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,room
50,#7 Rose Room - Oakland Cottage B&B,28801,35.57478,-82.55719,Private room,135,2,5,309,1
51,#2  Downtown Get Around,28801,35.60603,-82.55362,Entire home/apt,79,30,220,65,0
52,"Hidden treasure near Downtown, UNCA",28801,35.60823,-82.56212,Private room,85,2,237,338,1
53,10 Minutes to Downtown  Epic Views!,28805,35.60792,-82.48789,Entire home/apt,300,3,139,304,0
54,"Welcoming walkable North Asheville, Pets OK",28801,35.60644,-82.55594,Entire home/apt,160,30,52,0,0
55,Furnished Apartment Walk to Downtown 30 day min,28801,35.60368,-82.55647,Entire home/apt,64,29,63,318,0
56,Downtown Asheville Classic Style - Great Value!-#9,28801,35.59224,-82.5512,Private room,92,2,453,328,1
57,"HOME, INDOOR POOL, NEAR IT ALL",28804,35.64752,-82.5309,Entire home/apt,250,3,92,0,0
58,5 Star Garden Cottage Retreat. Tesla Charger,28801,35.61295,-82.54775,Entire home/apt,65,30,101,49,0
59,West Asheville - Canie Creek Getaway,28806,35.56677,-82.61641,Entire home/apt,87,2,22,156,0
60,"2 mls 2 Dwntn Private Entry, Sunny, Clean! Pets ok",28804,35.63647,-82.54949,Entire home/apt,144,2,342,155,0
61,Bodacious Downtown Bungalow,28801,35.58601,-82.55628,Entire home/apt,165,28,348,365,0
62,Guest House & Private Patio,28806,35.56778,-82.58778,Entire home/apt,49,29,217,37,0
63,Location~Location 2/1 Bungalow walk to everything!,28801,35.6013,-82.55634,Entire home/apt,77,90,144,225,0
64,"SUNNY SERENITY,OFFICE, MTN VIEW,FIREPLACE,KING BED",28801,35.61054,-82.55334,Entire home/apt,105,30,224,59,0
65,Sassy Blue Room in Southslope,28801,35.58225,-82.55814,Entire home/apt,92,2,313,162,0
66,The Mimosa Room/private entrance/private bath.,28806,35.56893,-82.56834,Private room,65,28,37,197,1
67,"Serene Cozy Getaway, Walk to West Avl.",28806,35.57816,-82.60315,Private room,29,1,52,2,1
68,"Victorian Cottage Downtown - ""Green Room""",28801,35.60403,-82.56101,Private room,91,1,844,347,1
69,Downtown Artist Loft,28801,35.59541,-82.55329,Entire home/apt,194,1,570,307,0
70,"Victorian Cottage Downtown - ""Blue Room""",28801,35.60048,-82.55759,Private room,91,1,920,332,1
71,Laurelwood,28805,35.59171,-82.51076,Entire home/apt,90,2,147,69,0
72,"The Hideaway, W. Asheville.  2 BR Apt w/ Hot Tub!",28806,35.57943,-82.58682,Entire home/apt,151,2,278,279,0
73,Modern River-Arts Cottage - Near Downtown/Mission,28801,35.58939,-82.56782,Entire home/apt,239,75,181,93,0
74,Downtown Asheville 2 bed/2bath unit for rent,28801,35.60045,-82.55587,Entire home/apt,85,180,12,209,0
75,FREE NIGHT-10 Mins to DT AVL & Biltmore-MNT Views-6 KING BR-Biltmore Basecamp,28805,35.61523,-82.4836,Entire home/apt,631,2,39,4,0
76,New Cozy Garage Apt/ Great Location,28801,35.60606,-82.54351,Entire home/apt,79,2,137,246,0
77,"DREAM CATCHER,2 FIREPLACES, OFFCIE, BALCANY, VIEW",28801,35.61231,-82.55362,Entire home/apt,105,30,196,120,0
78,Unique 1-bdrm apt big yard-near Downtown-pets ok,28805,35.58693,-82.50327,Entire home/apt,140,1,327,277,0
79,Happy Haven ART Studio 2 Bdrms No Cleaning Fee :),28806,35.59595,-82.63034,Entire home/apt,129,2,222,333,0
80,Private Suite. 10 min walk to Town,28801,35.60329,-82.55617,Entire home/apt,102,2,529,355,0
81,Cozy Downtown Cottage - Close to Mission Hospital,28801,35.59215,-82.5664,Entire home/apt,85,60,181,76,0
82,Modern Tree Top Bungalow,28804,35.6241,-82.53003,Entire home/apt,153,1,305,333,0
83,Spivey Mountain Cabin w/Hot Tub / Fire  Table/WiFi,28806,35.59519,-82.63967,Entire home/apt,211,1,372,260,0
84,Asheville Modern Round House,28804,35.62352,-82.52959,Entire home/apt,209,1,326,303,0
85,Guest Room: Mountainside Private Room & Pvt. Bath,28803,35.49069,-82.51348,Private room,46,1,729,73,1
86,Little forest 5 mins from airport,28732,35.4394,-82.50569,Entire home/apt,33,1,90,0,0
87,Cedar Springs Farm Apartment- Close to town!,28806,35.58751,-82.63689,Entire home/apt,72,2,164,73,0
88,"Beautiful 2bdrm apt in Biltmore Village, Asheville",28805,35.57215,-82.53483,Entire home/apt,170,3,2,0,0
89,Basement: Mountainside Private Room & Private Bath,28803,35.49097,-82.51284,Private room,42,1,982,71,1
90,Nana's Place is minutes from everything!,28803,35.58215,-82.5475,Entire home/apt,160,2,211,324,0
91,The Cabin In Grove Park,28801,35.61206,-82.5441,Entire home/apt,75,29,15,54,0
92,Bungalow in Downtown Asheville,28801,35.59183,-82.54579,Entire home/apt,150,30,0,365,0
93,Asheville Mtn. Retreat,28805,35.59006,-82.50414,Entire home/apt,90,30,76,229,0
94,Quiet Luxurious Studio-Guest House,28806,35.58012,-82.60711,Entire home/apt,52,30,178,57,0
95,"Walk to Downtown, Mid-Century Modern",28801,35.60233,-82.56226,Entire home/apt,250,7,297,7,0
96,"Sweet Room & Porch, Private Entrance And Bath",28806,35.57729,-82.60579,Private room,55,2,166,347,1
97,"Dog Friendly, 5 Minutes to Downtown, Walk to Yoga",28804,35.63273,-82.5769,Entire home/apt,97,1,173,30,0
98,Cozy Cottage by a Little Mountain Stream and Pond,28803,35.54661,-82.4924,Entire home/apt,126,2,251,326,0
99,Cheerful Home In Historic Downtown Asheville,28801,35.60815,-82.56361,Entire home/apt,96,1,477,266,0
100,Sassy Purple Cottage!,28801,35.60961,-82.56742,Entire home/apt,131,120,50,365,0
101,Urban Oasis- walk to Haywood road,28806,35.57965,-82.58172,Entire home/apt,136,1,356,347,0
102,WEST AVL - Mountain Viewâ€™s - HOT TUB,28806,35.63595,-82.6494,Entire home/apt,792,3,71,173,0
103,Firefly Hidden Haven with Archery,28806,35.597855,-82.596458,Private room,76,3,53,0,1
104,Peaceful Log Home with Long Range Views,28806,35.61309,-82.59688,Entire home/apt,274,3,166,310,0
105,The Henhouse,28801,35.59157,-82.56673,Entire home/apt,124,2,305,252,0
106,"The NEST Above Asheville, with Downtown View!",28804,35.62909,-82.58608,Entire home/apt,156,1,63,69,0
107,"Romantic Vintage Studioâ€” Clean, Near Downtown!",28801,35.61053,-82.55582,Entire home/apt,110,1,426,346,0
108,Fabulous Studio 7 min to downtown!,28804,35.62881,-82.57323,Entire home/apt,130,2,200,354,0
109,Historic West Asheville 1930's Charmer,28806,35.57489,-82.57172,Entire home/apt,364,2,177,346,0
110,Quiet Private Cottage in N. Asheville...,28804,35.622231,-82.561401,Entire home/apt,66,2,295,264,0
111,Private suite in walkable W. Asheville,28806,35.58006,-82.58663,Private room,55,1,170,337,1
112,Bittersweet Cottage - It's All About The View!,28804,35.653435,-82.542511,Entire home/apt,280,2,205,246,0
113,Everything Zen Asheville,28804,35.62284,-82.60681,Entire home/apt,77,2,396,290,0
114,Forest Hill Bungalow,28803,35.57347,-82.53753,Entire home/apt,99,2,300,0,0
115,Bungalow and BBQ,28804,35.6154,-82.5552,Private room,72,1,442,0,1
116,The Suite at Bittersweet,28804,35.65384,-82.54235,Entire home/apt,240,2,79,292,0
117,Charming Cozy Home near Biltmore and Parkway,28803,35.54616,-82.51704,Entire home/apt,112,2,284,162,0
118,Nana's Nest,28805,35.58668,-82.50199,Private room,54,30,31,364,1
119,Nana's nest 3,28805,35.58668,-82.50199,Private room,58,30,50,352,1
120,Sweet Suite,28804,35.63595,-82.53366,Entire home/apt,62,2,259,160,0
121,"Bohemian Retreat: Clean, Deck, Near Downtown!",28801,35.61244,-82.55724,Entire home/apt,109,1,265,329,0
122,Private & Clean Mini Suite - 2 miles from downtown,28804,35.622231,-82.561401,Entire home/apt,42,2,400,305,0
123,Views of Downtown and Mountains,28801,35.59191,-82.54488,Entire home/apt,200,30,73,106,0
124,"The Bird House in Asheville, NC",28803,35.57474,-82.54074,Entire home/apt,180,3,0,338,0
125,Urbane Retreat Cabin In town Asheville 90 DAYS,28805,35.58712,-82.49266,Entire home/apt,72,90,157,167,0
126,"Chalet at Winghaven, Sunny Log Home",28732,35.4456,-82.46756,Entire home/apt,267,2,131,327,0
127,River Arts Studio,28806,35.57923,-82.57162,Entire home/apt,96,2,145,3,0
128,Beautiful Kenilworth Jewel,28803,35.57424,-82.53288,Entire home/apt,111,2,582,332,0
129,Amazing Asheville Location VIEWS!,28805,35.62464,-82.52114,Entire home/apt,250,3,201,253,0
130,Sunny Days,28806,35.58072,-82.59573,Entire home/apt,124,1,530,12,0
131,Hip studio in the heart of downtown,28801,35.59623,-82.55357,Entire home/apt,307,1,557,245,0
132,Convenient to Everything! Private,28805,35.60858,-82.48867,Entire home/apt,347,3,107,209,0
133,Strawbridge House,28801,35.60065,-82.55765,Entire home/apt,180,60,319,198,0
134,"Griffin's Lair  Biltmore Village, NC 28803",28803,35.56642,-82.54681,Entire home/apt,250,2,86,286,0
135,Parklike Setting,28704,35.46994,-82.55996,Entire home/apt,49,30,1,189,0
136,Peaceful Mountainside Living,28805,35.62436,-82.49177,Private room,99,2,161,82,1
137,Artsy/Zen Bungalow in W. Asheville!,28806,35.5751,-82.59686,Entire home/apt,166,1,248,307,0
138,"Asheville's Famous ""Pink House""",28804,35.61937,-82.55071,Private room,475,1,125,347,1
139,Hidden getaway close to downtown!,28805,35.58304,-82.53813,Entire home/apt,110,1,307,316,0
140,The AshVilla- Prime West Asheville location,28806,35.58265,-82.58182,Entire home/apt,113,1,193,326,0
141,"The Loungeport, Near Everything!!!",28801,35.58083,-82.55611,Private room,89,2,38,216,1
142,Historic Montford -  Walk to town!,28801,35.60193,-82.56342,Entire home/apt,576,3,124,135,0
143,Explore the Woods from a Quiet Apartment near Sierra Nevada,28704,35.44968,-82.5197,Entire home/apt,92,2,281,355,0
144,Charming  Montford Apartment ~Walk Downtown,28801,35.59712,-82.57044,Entire home/apt,86,1,243,41,0
145,Buried in Woods- Full of Art/ Style,28803,35.54909,-82.48628,Entire home/apt,229,4,128,308,0
146,The Tarot House,28801,35.60952,-82.55374,Private room,60,30,198,259,1
147,Private Entrance/10 Min to DT AVL/Dog Friendly,28715,35.54977,-82.63776,Private room,88,2,95,348,1
148,Solar House in South Asheville,28803,35.49363,-82.51539,Private room,73,2,54,93,1
149,The Rad Padâ€”Quiet Modern Nest 2 Blocks off Haywood Road,28806,35.57517,-82.57827,Entire home/apt,119,2,788,231,0
150,Mountain Beauty/City Convenience,28804,35.62716,-82.50869,Entire home/apt,168,3,139,154,0
151,Graceful Heart Cottage,28732,35.42342,-82.47322,Entire home/apt,101,1,93,93,0
152,"Downtown Asheville, Small Single - Best Value! -#7",28801,35.59058,-82.55014,Private room,52,2,260,339,1
153,"Charm n Comfort: 1 mi to Biltmore Estate, 4 to DT!",28803,35.55061,-82.5348,Private room,50,1,295,64,1
154,"Sunny, Modern Apartment in Vibrant Downtown Asheville",28801,35.59437,-82.56054,Entire home/apt,203,1,87,354,0
155,Sunny West Asheville Studio Apt.,28806,35.56829,-82.61405,Entire home/apt,60,30,111,173,0
156,Groove Stone Getaway,28805,35.57819,-82.47713,Entire home/apt,93,30,74,232,0
157,"West Side Loft- Cozy, Clean & Comfortable",28806,35.58215,-82.61086,Entire home/apt,72,2,224,70,0
158,Mountain View Charming Space Five Mins to Downtown,28805,35.59373,-82.53663,Entire home/apt,106,2,547,274,0
159,Your Chic Mountain Getaway in the Forest!,28803,35.51689,-82.48087,Entire home/apt,67,1,229,62,0
160,"Welcome to ""Cozy Oak Cottage""",28803,35.56746,-82.52602,Entire home/apt,65,30,18,44,0
161,Downtown Asheville With a View - Great Value! -#11,28801,35.59085,-82.5497,Private room,92,2,324,341,1
162,Stay in historic downtown suburb,28801,35.6117,-82.55088,Entire home/apt,99,30,188,42,0
163,The Barn At Mountain Meadows,28804,35.63373,-82.49752,Entire home/apt,295,2,14,265,0
164,Hip Downtown Hideaway - Close to Mission Hospital,28801,35.59033,-82.54559,Entire home/apt,152,5,196,132,0
165,Comfy home 10 min to downtown.,28806,35.6174,-82.60122,Entire home/apt,166,2,159,167,0
166,"Near downtown Asheville, BRP & Biltmore! Sleeps 8!",28803,35.55554,-82.4759,Entire home/apt,189,2,245,311,0
167,"Bright, urban chic apt min from Avl",28704,35.44831,-82.50911,Entire home/apt,98,2,150,128,0
168,"Female Dorm ""Top Bunk #2"" at Sharky's Hostel",28806,35.57895,-82.59566,Shared room,33,1,95,262,2
169,"Private Room ""Hitchcock"" BPS Hostel",28806,35.57895,-82.59566,Private room,70,1,66,259,1
170,Cozy Cottage short walk to Downtown,28801,35.60335,-82.55166,Entire home/apt,108,30,0,335,0
171,cozy bedroom in the heart of west asheville,28806,35.5808,-82.59533,Private room,53,1,150,365,1
172,Downtown Asheville Music Lovers- Great Value! -#8,28801,35.59132,-82.55101,Private room,92,2,325,309,1
173,"Sweet, private, detached guest studio",28805,35.58775,-82.49074,Entire home/apt,97,3,124,72,0
174,Sparrow Cottage,28801,35.60378,-82.56032,Entire home/apt,60,30,136,144,0
175,Wren's Nest Studio near River Arts,28806,35.59171,-82.59721,Entire home/apt,88,2,370,266,0
176,Private Basement Suite in Walkable West Asheville,28806,35.57816,-82.60324,Private room,125,2,109,362,1
177,Mountaintop Log Cabin w/Pano View,28704,35.48087,-82.506,Entire home/apt,332,3,22,255,0
178,25 Acre Retreat 9 Miles to Downtown,28805,35.64419,-82.46849,Entire home/apt,95,3,76,0,0
179,Yurt Nest at Green Oaks Community,28804,35.63204,-82.58511,Entire home/apt,114,30,136,89,0
180,Two Bedroom Suite in South Asheville,28704,35.47536,-82.50085,Private room,95,1,172,340,1
181,"""Studio C""  in Downtown! Private parking.",28801,35.5914,-82.55445,Entire home/apt,117,1,657,251,0
182,Purple Door Studio Apt. W.Asheville,28806,35.58142,-82.58783,Entire home/apt,103,2,343,75,0
183,Private Suite in Contemporary West Asheville Home,28806,35.57223,-82.59993,Private room,83,2,154,73,1
184,Private Home with Private Grounds,28804,35.63071,-82.57153,Private room,81,2,103,365,1
185,Sunny Modern Country Apartment with Hot Tub,28805,35.64462,-82.48023,Entire home/apt,93,3,313,277,0
186,Location! On West Asheville Strip. Walk everywhere,28806,35.57907,-82.59423,Entire home/apt,88,2,332,160,0
187,"West Asheville, private hot tub and pool!",28806,35.57531,-82.64233,Entire home/apt,164,2,199,237,0
188,Asheville Beauty,28806,35.57786,-82.59364,Entire home/apt,214,1,142,0,0
189,"Kingbed near action Away fr/ noise. Quiet, Private",28803,35.53939,-82.52717,Entire home/apt,94,2,269,2,0
190,Studio at Green Oaks Community,28804,35.63038,-82.58295,Entire home/apt,93,28,99,68,0
191,Charming Bungalow Apartment - Biltmore Area,28803,35.56465,-82.53233,Entire home/apt,93,2,160,248,0
192,SweetPineHouse monthly rental fully outfitted!,28803,35.57646,-82.53607,Entire home/apt,55,30,6,290,0
193,Walk to Mission Hosp 30 day minimum rental  2 bdrm,28803,35.57427,-82.53703,Entire home/apt,66,28,4,260,0
194,Romantic & Bohemian Private Studio,28801,35.60129,-82.5556,Entire home/apt,115,1,601,332,0
195,Clean Simple Modern Furnished Apartment 60 day min,28803,35.57929,-82.53833,Entire home/apt,50,60,15,60,0
196,DOGS FREE Cabin - Pisgah Natl Forest 12 min DT AVL,28806,35.49902,-82.61658,Entire home/apt,253,2,53,0,0
197,Country Living in the City Limits,28804,35.63113,-82.57205,Private room,81,2,140,321,1
198,Simple Clean and restful,28805,35.5859,-82.50314,Private room,55,30,17,357,1
199,DOWNTOWN Asheville Cute 2/1 Great Front Porch Yard,28801,35.60637,-82.54732,Entire home/apt,126,30,33,180,0
200,Cozy AVL Suite Near Everything,28805,35.60002,-82.50277,Entire home/apt,101,2,330,94,0
201,1925 Bungalow in the Heart of West,28806,35.57533,-82.59728,Private room,114,2,52,99,1
202,5 Star Luxury Near Downtown & Biltmore,28806,35.54128,-82.59905,Entire home/apt,262,1,359,244,0
203,5 Mins to Downtown/ 2 MIns-Biltmore,28803,35.57594,-82.54484,Entire home/apt,300,30,37,0,0
204,Urban Micro Studio Downtown,28801,35.60754,-82.563,Entire home/apt,53,1,318,39,0
205,Studio apartment in tranquil setting,28805,35.59734,-82.50869,Entire home/apt,60,30,5,161,0
206,"Private floor, stroll to W. AVL",28806,35.57634,-82.59944,Entire home/apt,93,1,481,167,0
207,Beautifully appointed apt in mtns,28803,35.49877,-82.4772,Entire home/apt,93,1,63,287,0
208,WALKING DISTANCE TO DOWNTOWN!,28801,35.61148,-82.55223,Entire home/apt,138,2,142,319,0
209,Charming home near UNCA/Downtown,28804,35.61802,-82.56014,Entire home/apt,82,30,199,200,0
210,Studio Apartment in Serene Setting,28805,35.61288,-82.48152,Entire home/apt,84,2,60,261,0
211,west West Asheville,28806,35.56753,-82.61722,Private room,67,1,213,348,1
212,Cabin 400 sq all for  you.,28732,35.44149,-82.52298,Private room,371,2,57,365,1
213,Modern Downtown Loft,28801,35.59497,-82.55425,Entire home/apt,207,2,352,341,0
214,NEW light-filled spacious suite - walk to downtown,28801,35.59686,-82.56654,Entire home/apt,145,2,227,151,0
215,Two Block Walk from Apt to Downtown,28801,35.59874,-82.56017,Entire home/apt,250,2,143,251,0
216,East-West Asheville Beauty,28806,35.57233,-82.57449,Entire home/apt,70,28,222,131,0
217,"Lake view, Children-Friendly Cabins",28704,35.46334,-82.55487,Entire home/apt,225,3,4,356,0
218,Apartment 1 mile from  Downtown Asheville,28801,35.60654,-82.54343,Entire home/apt,74,1,554,338,0
219,Cozy 2 bedroom. Short walk to WAVL,28806,35.58394,-82.59243,Entire home/apt,216,2,92,354,0
220,Easy Walk Downtown - Sleeps 5,28801,35.60612,-82.55218,Entire home/apt,156,1,487,344,0
221,Soak up the Rays in the Solarium at a Zen Garden Suite,28805,35.59957,-82.49938,Private room,126,1,332,344,1
222,Log Cabin Near Downtown Asheville,28804,35.64256,-82.52125,Entire home/apt,285,3,3,61,0
223,WALK TO DOWNTOWN ASHEVILLE: Garden Homestay Room,28801,35.58533,-82.5512,Private room,59,1,86,1,1
224,#3 Downtown  Get Around,28801,35.60187,-82.55415,Entire home/apt,90,30,149,84,0
225,"Private Entrance, Top O' The Knob Chalet Suite",28806,35.57806,-82.64202,Entire home/apt,75,3,26,263,0
226,"Walk to cafes, pubs, music",28806,35.57493,-82.59199,Entire home/apt,176,2,228,12,0
227,"Elegant, cozy, in-town, with  private hot-tub!",28801,35.60576,-82.54367,Entire home/apt,250,7,4,191,0
228,Scenic Mountain Retreat,28805,35.64403,-82.47455,Entire home/apt,185,2,238,77,0
229,Downtown Asheville-Great Location & Free Parking!!,28801,35.59541,-82.55304,Entire home/apt,235,28,69,310,0
230,"Sheriff's Station - Historic House, West Asheville",28806,35.57414,-82.57118,Private room,263,2,37,2,1
231,Serenity Yurt,28805,35.61599,-82.48873,Entire home/apt,124,2,203,265,0
232,Cozy private furnished basement eff mins to town.,28805,35.59999,-82.51583,Entire home/apt,60,30,12,348,0
233,"Mountain Views, Private Retreat, 15 min frm dwntwn",28804,35.65258,-82.54259,Entire home/apt,126,3,181,70,0
234,Corner Cottage,28801,35.59871,-82.56136,Entire home/apt,299,4,16,239,0
235,Apartment with a View,28804,35.638,-82.57792,Entire home/apt,95,3,149,243,0
236,Perfectly cozy location 1/2 mile to downtown.,28801,35.60129,-82.55617,Private room,140,2,293,162,1
237,"Country haven, minutes to downtown, private pond",28803,35.53832,-82.48607,Entire home/apt,268,3,12,355,0
238,Luxury Modern Loft in Historic Central Downtown Building,28801,35.59558,-82.55384,Entire home/apt,232,2,113,333,0
239,Blue  Ridge Cottage - Minutes to Downtown,28715,35.56264,-82.65691,Entire home/apt,172,2,67,7,0
240,lovely peaceful room w coffee- central AVL east,28803,35.56556,-82.51014,Private room,75,2,117,77,1
241,Creekside Home Close to Everything,28804,35.6422,-82.51221,Entire home/apt,125,2,301,340,0
242,"Walk to AVLs TOP cafes, pubs, restaurants, rafting",28806,35.57886,-82.59055,Entire home/apt,410,3,6,299,0
243,Secluded but convenient cabin,28805,35.61422,-82.48926,Entire home/apt,114,2,44,308,0
244,A Cottage At Willow Pond,28704,35.45656,-82.56596,Entire home/apt,195,2,26,342,0
245,New house! Walk Dtown & River Arts,28801,35.5881,-82.56742,Entire home/apt,96,28,3,79,0
246,Ladyhawk Retreat,28704,35.43613,-82.57344,Private room,90,2,62,365,1
247,"Country feel, city appeal, minutes to Asheville",28715,35.54971,-82.66169,Entire home/apt,185,2,108,255,0
248,Airstream On The River,28803,35.5651,-82.58711,Entire home/apt,85,1,260,75,0
249,"Private, secluded cabin-wood/fireplace/hot tub.",28806,35.5964,-82.65604,Entire home/apt,164,2,104,297,0
250,Mountain Top Retro Rental,28801,35.59463,-82.53867,Entire home/apt,214,2,263,289,0
251,Hazel's Hideaway - Walk Downtown,28801,35.59832,-82.567,Entire home/apt,138,3,257,348,0
252,Asheville Mountainside Retreat,28805,35.64108,-82.47238,Entire home/apt,120,7,107,72,0
253,Our lil' blue house - relax and enjoy AVL,28804,35.63132,-82.55792,Entire home/apt,134,2,100,0,0
254,Convenient Biltmore/Downtown home,28803,35.56629,-82.53165,Private room,130,2,111,346,1
255,Mountain Retreat with Hot Tub,28803,35.5542,-82.49001,Private room,75,2,73,64,1
256,"Spacious, Chic Grove Park Studio - 5 Min Dwntwn",28801,35.61484,-82.54227,Entire home/apt,144,2,254,257,0
257,3/2.5 Clean and Comfortable Rental in Asheville,28805,35.62023,-82.47769,Entire home/apt,214,3,61,336,0
258,Spacious 700 sq. ft. Suite in South Asheville,28704,35.47528,-82.50271,Entire home/apt,105,1,426,355,0
259,N. Asheville Retreat with King Bed and Views,28804,35.64124,-82.57308,Entire home/apt,119,2,197,351,0
260,West Asheville Home,28806,35.58261,-82.6079,Entire home/apt,145,2,113,17,0
261,Chicken Hill Cottage in the River Arts District,28801,35.5899,-82.5658,Entire home/apt,170,2,146,61,0
262,Lily Pad Cottage over a Mountain Stream and Pond,28803,35.54698,-82.49314,Entire home/apt,126,2,64,346,0
263,"2BR suite near Biltmore Estate, Brews & Downtown",28803,35.57818,-82.54402,Entire home/apt,116,2,247,256,0
264,Historic Grove Park rental - Apt #2,28801,35.61508,-82.54136,Entire home/apt,90,30,9,0,0
265,Sunny Downstairs Apartment,28801,35.58393,-82.56011,Entire home/apt,124,2,258,342,0
266,Cottage McIntyre Near Downtown! Weddings!,28806,35.61663,-82.59896,Entire home/apt,89,2,218,307,0
