,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,room
20,Location! Monthly Discounts  spacious 2Bd/2Ba,Belltown,47.61576,-122.34667,Entire home/apt,200,2,214,9,0
21,Location! Low Monthly Rates.  Luxury w/pkg inc.,Belltown,47.61519,-122.34948,Entire home/apt,152,2,140,10,0
22,Serene Room in Sunny Cottage near Discovery Park,Lawton Park,47.66133,-122.40088,Private room,46,1,249,358,1
23,Sunny Parisian room w/ best cooling memoryfoam bed,Mid-Beacon Hill,47.55062,-122.31827,Private room,58,2,184,350,1
24,Scandinavian Queen Anne Home,North Queen Anne,47.6411,-122.37446,Entire home/apt,175,2,109,242,0
25,Stylish Queen Anne Apartment,West Queen Anne,47.63626,-122.37083,Entire home/apt,98,2,300,49,0
26,Phinney Oasis-Ballard/Phinney,Phinney Ridge,47.67632,-122.36019,Entire home/apt,85,30,161,91,0
27,Charming Hideaway in North Ballard,Whittier Heights,47.687,-122.36697,Entire home/apt,150,1,98,110,0
28,Near Space Needle! Sunny 1 bd/1 ba WiFi CLEAN Prkg,Belltown,47.61477,-122.34803,Entire home/apt,152,2,146,10,0
29,Shining Starlight house in Seattle,West Queen Anne,47.6341,-122.37296,Entire home/apt,400,2,79,225,0
30,Seattle Sojourn Guest Suite,Fremont,47.65857,-122.35409,Entire home/apt,140,4,110,0,0
31,The Nest in the Heart of the City,First Hill,47.6121,-122.33,Entire home/apt,145,3,255,273,0
32,Hip Condo Private Deck East Lake Union - Long Term,Eastlake,47.64424,-122.32397,Entire home/apt,150,30,12,254,0
33,"spacious, great location w view",Broadway,47.61965,-122.32374,Entire home/apt,231,30,120,365,0
34,West Seattle Backyard Vacation Cottage,North Admiral,47.58037,-122.39163,Entire home/apt,106,30,79,151,0
35,Vacation House West Seattle - Close to Beach,Arbor Heights,47.50494,-122.37792,Entire home/apt,182,5,51,350,0
36,Seattle 2 BR w Lovely Water Views | BlueStarBnB,Portage Bay,47.65047,-122.32022,Entire home/apt,179,60,26,109,0
37,St. John's Apt. 309 *Walkscore 99*,First Hill,47.61401,-122.32235,Entire home/apt,189,3,158,54,0
38,art loft downtown~ID~Stadiums,International District,47.60002,-122.32742,Private room,99,3,765,52,1
39,Large Luxury Lakeside Seattle Home,Green Lake,47.68528,-122.33125,Entire home/apt,650,4,43,339,0
40,Private Guest Studio- Phinney Ridge,Phinney Ridge,47.68271,-122.35768,Private room,86,3,252,114,1
41,Modern Capitol Hill. LOCATION Great Monthly Rates,Broadway,47.62361,-122.32577,Entire home/apt,132,30,181,245,0
42,Fantastic View-Close to Light Rail-Solar Powered!,North Beacon Hill,47.58576,-122.31581,Private room,80,3,285,356,1
43,2/1 Plush Modern Hilltop Retreat,North Beacon Hill,47.57389,-122.31428,Entire home/apt,126,3,155,123,0
44,Greenwood Studio,Greenwood,47.70021,-122.35106,Private room,85,1,373,151,1
45,❤️󱀁 modern ✔roof deck ✔garage✔90Walkscore [Rare],Wallingford,47.65356,-122.33952,Entire home/apt,462,5,110,95,0
46,Browns House Guest Apt. in Ballard,Whittier Heights,47.68444,-122.37338,Entire home/apt,99,4,325,354,0
47,NE Seattle Artist Treehouse Suite!,Cedar Park,47.71652,-122.29126,Private room,92,30,116,179,1
48,Super cute w/gardens & charm. Great location!,Fremont,47.65617,-122.35262,Entire home/apt,70,4,383,30,0
49,Columbia City Treehouse Vacation Rental,Columbia City,47.56007,-122.27873,Entire home/apt,79,2,376,248,0
50,the 5-star  house-# 5-> Marilyn Monroe's room,Crown Hill,47.7019,-122.36781,Private room,50,30,181,202,1
51,"8, Sparkling Seattle Center",Lower Queen Anne,47.61957,-122.35655,Entire home/apt,95,30,441,348,0
52,Amazing WaterView Condo near UW + Eastlake - 2B/1B,Portage Bay,47.65043,-122.32021,Entire home/apt,229,30,30,93,0
53,Cute Bungalow #2 - near Light Rail,Mount Baker,47.57783,-122.29251,Private room,40,2,196,82,1
54,Cute Bungalow #1 - near Light Rail,Mount Baker,47.57796,-122.29373,Private room,47,2,264,50,1
55,Garden Apartment in Madison Valley,Mann,47.62125,-122.29697,Entire home/apt,106,30,312,171,0
56,"""The 5-Star House"" - # 6->The Hawaiian room",Crown Hill,47.70084,-122.36738,Private room,75,30,90,202,1
57,Queen Bee room w/cooling memory foam bed,Georgetown,47.54916,-122.31819,Private room,60,2,197,364,1
58,St. John's Apt. 319 *Walkscore 99*,First Hill,47.6139,-122.32228,Entire home/apt,131,30,59,32,0
59,West Seattle Home at Alaska Junction!,Genesee,47.56162,-122.38812,Private room,129,3,21,365,1
60,Seattle 1 br,Central Business District,47.61326,-122.33148,Entire home/apt,282,30,1,365,0
61,Seattle studio,Central Business District,47.61317,-122.33346,Private room,232,2,2,365,1
62,A place to stay: studio apartment,Columbia City,47.56994,-122.29403,Entire home/apt,250,30,22,353,0
63,Charming Fremont Garden Cottage,Fremont,47.65607,-122.35899,Entire home/apt,99,4,539,244,0
64,Craftsman with Private Bath & A/C,Wallingford,47.6638,-122.33827,Private room,80,30,83,322,1
65,Spacious quiet/deck Ravenna UW 04-5,Ravenna,47.67489,-122.29078,Entire home/apt,89,30,10,361,0
66,Work from this Belltown View Condo,Belltown,47.61373,-122.34887,Entire home/apt,120,30,167,23,0
67,"Center UW Remodeled in 2021, Spacious 2 Beds (203)",University District,47.66313,-122.31428,Entire home/apt,86,30,36,270,0
68,Gorgeous Downtown/Convention Condo,First Hill,47.61311,-122.32947,Entire home/apt,168,30,83,323,0
69,Elegant Madison Park Townhome,Harrison/Denny-Blaine,47.62563,-122.29181,Entire home/apt,245,30,10,293,0
70,Moulin Rouge room French style double room,Georgetown,47.55041,-122.31857,Private room,58,2,109,359,1
71,Spacious West Seattle Mid Century Modern In-law,South Delridge,47.52957,-122.36013,Entire home/apt,119,1,190,74,0
72,Bright room in Seattle Judkins Park,Atlantic,47.59245,-122.30322,Private room,60,30,43,0,1
73,Elegance and Coziness in Broadview,Broadview,47.72131,-122.35846,Private room,146,2,17,364,1
74,True Wallingford Craftsman,Wallingford,47.65144,-122.33734,Entire home/apt,240,4,189,101,0
75,Elegant Vintage Craftsman Apartment With Garden,North Queen Anne,47.64057,-122.36956,Entire home/apt,164,1,309,131,0
76,Clean and Comfortable Eastlake/Lake Union 1 BR,Eastlake,47.64,-122.32412,Entire home/apt,109,30,134,323,0
77,BAMBOO BUNGALOW,Harrison/Denny-Blaine,47.61896,-122.28818,Entire home/apt,524,30,50,0,0
78,"The Cozy Cottage in Maple Leaf (UW, Green Lake)",Maple Leaf,47.69839,-122.31505,Entire home/apt,115,2,160,337,0
79,Seward Park Zen Retreat 苏厄德公园禅撤退,Columbia City,47.55533,-122.27264,Entire home/apt,212,7,244,152,0
80,Mother in law studio-Ballard/phinne,Phinney Ridge,47.67846,-122.36325,Entire home/apt,61,30,86,349,0
81,Hilltop House - 4 Bdrm Queen Anne Primo Location!,East Queen Anne,47.63349,-122.35611,Entire home/apt,546,4,409,293,0
82,Designer Loft in Pioneer Square,Pioneer Square,47.59393,-122.33262,Entire home/apt,155,30,123,365,0
83,Cheery Seattle House with View,North Beacon Hill,47.57734,-122.31492,Entire home/apt,101,5,308,47,0
84,Guest House in Madison Valley,Harrison/Denny-Blaine,47.62385,-122.29204,Entire home/apt,75,2,534,75,0
85,Goat Hill House Apartment,Mount Baker,47.58548,-122.29458,Entire home/apt,100,3,151,301,0
86,"Five Star Downtown Designer Urban Suite, Space Needle View",Belltown,47.61503,-122.3475,Entire home/apt,165,2,142,258,0
87,Right at Home in Ravenna,Ravenna,47.67995,-122.30859,Private room,42,30,74,51,1
88,In Jimi Hendrix's neighborhood 2,Atlantic,47.60029,-122.30185,Private room,53,30,99,185,1
89,In Jimi Hendrix's neighborhood 3,Atlantic,47.60096,-122.3019,Private room,53,30,94,339,1
90,"LOCATION! WiFi, Luxury 2br/2ba/LOCATION PRKG!",Belltown,47.61659,-122.34484,Entire home/apt,257,2,119,8,0
91,Entire guest suite in  Seattle sw,Highland Park,47.52383,-122.35287,Entire home/apt,79,2,208,348,0
92,Seattle Mini Home with Hot Tub and Private Deck,West Woodland,47.66617,-122.36693,Entire home/apt,119,3,445,263,0
93,Charming Greenwood neighborhood flat,Greenwood,47.68726,-122.36279,Private room,104,2,126,345,1
94,THE COTTAGE - A Capitol Hill Oasis,Broadway,47.62845,-122.32513,Entire home/apt,158,2,391,299,0
95,Capitol Hill Gem in Great Location,Broadway,47.63948,-122.32236,Private room,145,2,36,0,1
96,"Contemporary, Cozy, and Warm Home",Haller Lake,47.70662,-122.34358,Private room,82,30,9,173,1
97,"Get Cozy at a Hip, Vintage-Style Retreat",Whittier Heights,47.67936,-122.3704,Entire home/apt,99,4,301,316,0
98,Perfect Location by Lake Washington,Madison Park,47.63326,-122.28009,Entire home/apt,89,2,303,295,0
99,Bright CityView next to Convention Ctr,First Hill,47.61107,-122.32888,Entire home/apt,175,30,50,365,0
100,"West Seattle Home, Dazzling View, Quiet & Tranquil",Fauntleroy,47.52586,-122.38272,Entire home/apt,252,2,363,238,0
101,Beautiful Private Suite in the Heart of Seattle,Fremont,47.65689,-122.36,Private room,99,30,30,78,1
102,Comfy 1 Bdrm Capitol Hill Apartment,Broadway,47.61769,-122.32645,Entire home/apt,69,2,395,47,0
103,Relaxed sophistication in Mt. Baker,Mount Baker,47.56692,-122.28106,Entire home/apt,101,3,273,340,0
104,Tree top room in artsy Fremont - high ceilings,Fremont,47.65417,-122.35402,Private room,47,3,336,68,1
105,Seattle Backyard Cottage-Queen Anne,West Queen Anne,47.63555,-122.365,Entire home/apt,135,6,52,339,0
106,"100s Walkscore Garage Deck, Zoo, Green Lake, Fire Place",Wallingford,47.66215,-122.33879,Entire home/apt,345,25,74,231,0
107,Classic Tug Boat,Westlake,47.63425,-122.34046,Entire home/apt,100,30,488,335,0
108,MODERN LUXURY on Capitol Hill,Broadway,47.62383,-122.32381,Entire home/apt,132,30,137,267,0
109,Small artsy house in vibrant Columbia City,Columbia City,47.5533,-122.27682,Entire home/apt,70,30,0,109,0
110,Artsy home in terrific Fremont neighborhood,Fremont,47.65474,-122.3526,Private room,49,4,290,70,1
111,Classic Craftsman - 95 Walk Score!,University District,47.67113,-122.31419,Entire home/apt,314,30,18,185,0
112,Modern 2BR/2BA By ConventionCenter,First Hill,47.61248,-122.32861,Entire home/apt,285,3,67,353,0
113,St. John's Apt. 203 *Walkscore 99*,First Hill,47.61385,-122.32245,Entire home/apt,174,3,128,80,0
114,Private Entrance and Central,Madrona,47.60962,-122.2952,Entire home/apt,72,4,517,92,0
115,Ballard oasis in the pacific Northwest,Loyal Heights,47.6781,-122.38932,Entire home/apt,150,6,18,332,0
116,A Quiet Room in a House by the Lake,Matthews Beach,47.69414,-122.27722,Private room,60,30,30,364,1
117,A Quiet Room in a House by the Lake,Matthews Beach,47.69413,-122.2762,Private room,60,30,27,364,1
118,Sweet 1920's cottage in N. Seattle,Haller Lake,47.73206,-122.33943,Entire home/apt,119,30,64,200,0
119,Daisy Mae's Guest Space - Phinney Ridge,Phinney Ridge,47.67758,-122.35822,Entire home/apt,107,2,238,240,0
120,Zen Garden Oasis,Lawton Park,47.66046,-122.40292,Entire home/apt,170,2,115,34,0
121,Quiet Top floor 2 bedrooms 2 baths UW & Trail W/D,University District,47.66456,-122.3046,Entire home/apt,145,30,28,237,0
122,Mod Green Built Home Central Seattle,Minor,47.60188,-122.30785,Entire home/apt,279,3,34,0,0
123,2 Huge Private Rooms + Common Area,Loyal Heights,47.68359,-122.38034,Entire home/apt,111,1,294,170,0
124,Sparkling Clean Guest House: Short/Long Rental,Atlantic,47.59674,-122.30964,Entire home/apt,90,30,251,185,0
125,Capitol Hill Excursion,Broadway,47.62195,-122.32262,Private room,35,30,170,193,1
126,"Capitol Hill MODERN Apt,Great Location!",Broadway,47.62235,-122.32594,Entire home/apt,132,30,184,317,0
127,Serene W/D walk to UW/U Village 203,University District,47.66178,-122.30149,Entire home/apt,112,30,34,280,0
128,Private garden room in hip Ballard,West Woodland,47.67306,-122.36651,Private room,70,30,27,365,1
129,Center UW 2 beds large Quiet  (210),University District,47.66139,-122.31495,Entire home/apt,79,2,30,307,0
130,Beautiful Madrona Large Private,Leschi,47.6076,-122.29081,Private room,88,31,92,354,1
131,Steps to UW Center of attraction Modem & Cable TV,University District,47.65865,-122.31784,Entire home/apt,85,30,33,309,0
132,Entire Ballard Home - Beautiful Sunset Hill,Sunset Hill,47.67595,-122.40073,Entire home/apt,295,7,66,0,0
133,Modern and Clean 2 Bedroom in Eastlake/Lake Union,Eastlake,47.63996,-122.32414,Entire home/apt,142,30,237,336,0
134,Queen Anne Guesthouse with a Balcony and Garden Hot Tub,East Queen Anne,47.63346,-122.34558,Entire home/apt,150,3,155,236,0
135,Strong WiFi 3 Min walk UW Clean (7),University District,47.65745,-122.31625,Entire home/apt,87,30,32,269,0
136,Remodeled Walk to UW/View/Serene #F,University District,47.66502,-122.30352,Entire home/apt,95,30,64,347,0
137,1 Bdrm N. Beacon Hill Apt-West Unit,North Beacon Hill,47.57352,-122.30891,Entire home/apt,70,30,133,258,0
138,Renovated 1904 Capitol Hill classic,Broadway,47.62543,-122.32496,Entire home/apt,260,3,81,187,0
139,"Ballard, Seattle cozy studio apt. with king bed",Adams,47.67566,-122.38795,Entire home/apt,110,3,256,325,0
140,Walk to Campus From a New University District Apartment,University District,47.670322,-122.315468,Entire home/apt,236,2,85,137,0
141,Private backyard studio in Ballard,Whittier Heights,47.68413,-122.37347,Private room,93,1,109,0,1
142,Ballard Cottage,Loyal Heights,47.67909,-122.38422,Entire home/apt,66,1,323,68,0
143,"Sequim, Olympic Mountains Wa",North Beach/Blue Ridge,47.69106,-122.38337,Private room,150,30,46,365,1
144,Seattle Rock n' Roll Room w/Queen Bed,Broadview,47.71483,-122.35631,Private room,999,59,80,269,1
145,Seattle Rock n' Roll Room w/King Bed,Broadview,47.71395,-122.3561,Private room,999,59,81,269,1
146,Center UW Large Wood Floor King bed walk UW (104),University District,47.66135,-122.31503,Entire home/apt,87,30,18,365,0
147,Center UW Fast Internet Comfy 208,University District,47.66108,-122.31434,Entire home/apt,90,1,15,337,0
148,"2 Bed, Full Bath with private patio",Phinney Ridge,47.68073,-122.34874,Entire home/apt,190,4,21,76,0
149,Forest Street Guest House,North Beacon Hill,47.57741,-122.30158,Private room,40,30,3,344,1
150,Seattle Downtown Attractions & Convention Center,First Hill,47.61215,-122.32971,Entire home/apt,120,5,185,243,0
151,Walk to Space Needle Vintage View House with King Bed,West Queen Anne,47.63059,-122.36509,Entire home/apt,211,1,448,73,0
152,Modern spacious 1bd downtown,Broadway,47.61526,-122.32558,Entire home/apt,500,30,31,180,0
153,Waterfront on Northshore of Seattle's Elliott Bay,Briarcliff,47.63232,-122.39463,Entire home/apt,375,30,42,340,0
154,WATERFRONT BEACH BUNGALOW,Briarcliff,47.63236,-122.39476,Entire home/apt,165,30,54,335,0
155,Luxury  View Home Queen Anne Neighborhood,West Queen Anne,47.6304,-122.37041,Entire home/apt,214,30,3,263,0
156,Charming one bed apt - Capitol Hill,Broadway,47.61884,-122.32476,Entire home/apt,80,3,113,3,0
157,Green on Green - Top Level of House,North Delridge,47.56204,-122.36149,Entire home/apt,90,2,160,12,0
158,Your Warm  Retreat,Bryant,47.67148,-122.28099,Private room,71,30,39,365,1
159,View Emerald City Jewel Apt UW 1BD Great Location,University District,47.6568,-122.31299,Entire home/apt,92,30,304,365,0
160,Master Suite A in Capitol Hill Home,Broadway,47.62543,-122.32496,Private room,86,1,357,306,1
161,Urban Oasis Within Wallingford home,Wallingford,47.65428,-122.33766,Entire home/apt,118,2,272,148,0
162,JazzBb,Maple Leaf,47.70265,-122.31618,Private room,60,30,26,362,1
163,"Cozy Suite, Covered Backyard Patio, Walk to Climate Pledge",East Queen Anne,47.63089,-122.34815,Entire home/apt,146,2,476,272,0
164,Perfect Home away from home near Green Lake Park,Greenwood,47.69674,-122.34621,Entire home/apt,82,30,44,0,0
165,Glam Room in Diverse Neighborhood,Columbia City,47.55306,-122.28104,Private room,35,30,201,170,1
166,Central District Bungalow -,Mann,47.60728,-122.29714,Private room,75,30,7,365,1
167,Queen Anne Private Bed and Bath,West Queen Anne,47.63812,-122.37077,Private room,90,3,151,346,1
168,Large 1BD w/bath/walkin closet; parking included,North Beacon Hill,47.57943,-122.30387,Private room,45,30,105,234,1
169,Master Suite B in Capitol Hill Home,Broadway,47.62543,-122.32496,Private room,89,1,459,307,1
170,Sunny Private Room by Carkeek Park,Greenwood,47.70407,-122.36123,Private room,30,31,15,209,1
171,Sweet Ballard Apartment for Two,Adams,47.67029,-122.3964,Entire home/apt,136,3,206,356,0
172,Modern luxury on Capitol Hill,Broadway,47.62372,-122.32417,Entire home/apt,132,30,93,350,0
173,Private  Retreat in the City,Leschi,47.59181,-122.29372,Entire home/apt,104,15,50,283,0
174,Sunny Green Lake home with a view,Greenwood,47.68448,-122.34495,Entire home/apt,357,2,7,163,0
175,"Cozy charming 1905 cottage, W room",Wallingford,47.65973,-122.3322,Private room,56,30,247,89,1
176,Green Lake VIEW 2 Bed 1 Bath Apt,Green Lake,47.67612,-122.33221,Entire home/apt,180,3,135,0,0
177,Bedroom with Private Spa-like Bath,Greenwood,47.68434,-122.3572,Private room,107,3,76,89,1
178,1 Bdrm N. Beacon Hill Apt-East Unit,North Beacon Hill,47.57325,-122.3074,Entire home/apt,67,3,94,338,0
179,Be our Guest at Perfect Townhome,Leschi,47.59483,-122.29297,Private room,75,30,49,355,1
180,Seward Park Cottage,Seward Park,47.55264,-122.27113,Entire home/apt,124,1,180,85,0
181,2 Bedroom with off street parking! Walk to UW campus!,Wallingford,47.65906,-122.3267,Entire home/apt,314,3,90,0,0
182,Adorable Cottage near Light Rail,North Beacon Hill,47.57882,-122.30842,Entire home/apt,150,28,168,122,0
183,2 bed Greenlake Apt- low season monthly rates,Green Lake,47.67334,-122.33451,Entire home/apt,194,3,106,241,0
184,Center UW Bright/Quiet Wood FL 205,University District,47.66082,-122.31358,Entire home/apt,84,2,24,334,0
185,Ballard Modern Studio,West Woodland,47.66577,-122.36659,Entire home/apt,115,30,44,278,0
186,Carkeek Retreat,Broadview,47.70914,-122.36338,Entire home/apt,100,2,123,300,0
187,Secluded Setting in North Seattle B,Maple Leaf,47.69968,-122.30691,Private room,60,7,83,259,1
188,Short walk to UW Clean Just Right 3,University District,47.6579,-122.31808,Entire home/apt,76,30,40,317,0
189,Hidden Artistic GEM & BEST of Seattle-Clean!!!,Fremont,47.65401,-122.34515,Private room,52,2,512,95,1
190,Ballard's Unique 2 Bdrm- 2 Lofts Apt.,Adams,47.6746,-122.38823,Entire home/apt,214,3,122,336,0
191,Cozy Ballard Cottage - Sleeps 5,Whittier Heights,47.67596,-122.37093,Entire home/apt,125,3,319,21,0
192,Ravenna Daylight Basement Suite,Ravenna,47.6824,-122.30303,Private room,60,1,115,176,1
193,Panoramic Views of Lakes and Mountains,Portage Bay,47.64495,-122.3204,Entire home/apt,914,4,50,284,0
194,"Charming, split-level 1BD retreat",Columbia City,47.55217,-122.28502,Entire home/apt,77,2,367,345,0
195,Elvis would have slept here,Bitter Lake,47.72944,-122.35554,Private room,65,2,60,322,1
196,"Quiet Second Floor ""Zen"" Apartment",North Beacon Hill,47.5739,-122.30978,Entire home/apt,85,1,306,302,0
197,"Large bedroom with kitchen, bath & private entry",Lawton Park,47.64879,-122.38937,Private room,95,30,54,363,1
198,Apartment Ocean and Mountain Views,North Admiral,47.587074,-122.393158,Entire home/apt,169,3,150,332,0
199,Alki Beach Studio Oasis Quiet Escape & Sweeping Ocean Views,North Admiral,47.58378,-122.39909,Entire home/apt,122,2,477,346,0
200,West Seattle Guest House,Riverview,47.54382,-122.35815,Entire home/apt,65,30,21,0,0
201,Cozy Suite in Even Cozier Location!,Greenwood,47.68469,-122.35214,Entire home/apt,98,3,345,324,0
202,Seattle Apartment Close to Light Rail,Brighton,47.53964,-122.27687,Entire home/apt,100,5,177,354,0
203,Beacon of light in Seattle,Interbay,47.64157,-122.37679,Entire home/apt,225,30,77,238,0
204,Studio Loft Garden Cottage,Madrona,47.60929,-122.29554,Entire home/apt,95,5,407,126,0
205,Mid Century Lakefront Condo,Leschi,47.59676,-122.28667,Entire home/apt,79,30,10,184,0
206,"Artistic Hidden GEM & Best of Seattle, Clean!!!",Fremont,47.6551,-122.34316,Private room,68,2,560,115,1
207,Seattle Rock n' Roll TWO bedrooms in Townhouse,Broadview,47.71519,-122.35607,Private room,155,59,5,269,1
208,Desirable Basement Flat (w/ AppleTV),North Admiral,47.58326,-122.3851,Entire home/apt,147,3,61,353,0
209,Extra large private Bed/Bath and parking spot!,View Ridge,47.68467,-122.26535,Private room,49,1,366,80,1
210,Luna Park Upper - West Seattle,Fairmount Park,47.56613,-122.37281,Entire home/apt,110,1,143,354,0
211,Light-Filled Room in 1908 Victorian in Hip Capitol Hill,Stevens,47.63193,-122.30955,Private room,75,30,271,142,1
212,Ballard Bunkhouse 2nd flr unit near ent. district.,Adams,47.67294,-122.38311,Entire home/apt,246,1,634,342,0
213,Clean & Cute by the Needle (and Climate Pledge),East Queen Anne,47.63007,-122.34499,Entire home/apt,102,2,238,102,0
214,Space Needle Condo,Belltown,47.61855,-122.34512,Entire home/apt,92,4,161,103,0
215,Fremont Urban Oasis,Fremont,47.65456,-122.3594,Entire home/apt,114,2,449,180,0
216,"S room in Cozy Charming 1905 Cottage, Wallingford",Wallingford,47.65924,-122.33191,Private room,61,30,188,89,1
217,Cozy Apartment near Light Rail & Lake Washington,Columbia City,47.55977,-122.28128,Entire home/apt,78,30,280,80,0
218,"Quiet and Green, Phinney Getaway",Phinney Ridge,47.67287,-122.35937,Private room,45,30,205,262,1
219,Fremont Cozy Cottage,Fremont,47.65856,-122.35146,Entire home/apt,95,14,214,279,0
220,The Pad,Fremont,47.65361,-122.34931,Entire home/apt,149,3,268,348,0
221,Roost in a Luminous Apartment with Home Gym in Artsy Fremont,Fremont,47.65412,-122.35262,Entire home/apt,249,3,398,23,0
222,Garden Cottage near beach/downtown,North Delridge,47.56628,-122.36652,Entire home/apt,99,2,284,351,0
223,"Fun, Cozy Seattle Launchpad",Atlantic,47.59485,-122.3095,Private room,71,30,29,83,1
224,Fast internet short walk to UW (209),University District,47.66315,-122.31348,Entire home/apt,85,30,21,276,0
225,[Ideal for Longer Stay] Condo in Belltown,Lower Queen Anne,47.61891,-122.35642,Entire home/apt,132,30,1,151,0
226,Quiet yet urban Capitol Hill house,Stevens,47.62494,-122.30343,Entire home/apt,195,4,82,330,0
227,"Fremont Sunrise View; Open, Bright, & Free Parking",North Queen Anne,47.64714,-122.35336,Entire home/apt,157,2,325,346,0
228,2-bdrm Waterfront Downtown Seattle,Belltown,47.615265,-122.349747,Entire home/apt,308,1,403,277,0
229,Center UW Fast Internet Comfy 109,University District,47.66094,-122.31542,Entire home/apt,82,2,39,123,0
230,Entire artist's  apt in hip hood,Adams,47.66482,-122.38316,Entire home/apt,224,4,125,194,0
231,"Spacious, MODERN,  LOCATION",Broadway,47.62192,-122.32569,Entire home/apt,132,30,190,351,0
232,Cozy City Bedroom and Den,Wallingford,47.65491,-122.32722,Private room,65,2,218,292,1
233,Sunny Craftsman home in Fremont,Fremont,47.66143,-122.35278,Entire home/apt,114,2,267,17,0
234,The Blue House on Thomas Corner in Madison Valley,Mann,47.62126,-122.29708,Entire home/apt,299,3,62,299,0
235,Private Room near Carkeek Park,Greenwood,47.70235,-122.36235,Private room,33,30,8,159,1
236,Contemporary Studio in Columbia City,Columbia City,47.55995,-122.28322,Entire home/apt,82,1,603,311,0
237,Ballard Bunkhouse no cleaning fee 2 apts & Trailer,Adams,47.67322,-122.3824,Entire home/apt,578,1,84,342,0
238,Cape Cod Cottage - Quiet & Convenient,North Admiral,47.57142,-122.38029,Private room,75,30,41,267,1
239,Kid friendly townhouse near it all,Adams,47.67204,-122.38053,Entire home/apt,175,3,35,0,0
240,An Architect's Gem in West Seattle,North Admiral,47.57604,-122.38163,Entire home/apt,239,30,1,0,0
241,Ravenna apartment near UW,Ravenna,47.67704,-122.29824,Entire home/apt,65,60,72,26,0
242,"Washer Dryer, U Village, Ravenna  (304)",University District,47.66351,-122.30233,Entire home/apt,124,2,51,79,0
243,Downtown Seattle Market View Condo,Central Business District,47.60887,-122.33852,Entire home/apt,150,6,54,0,0
244,"1 Bedroom, 800 SqFt Apt, U.District/Wallingford",Wallingford,47.65434,-122.32898,Entire home/apt,104,30,51,365,0
245,New carpet Walk to UW. Quiet Top 50,University District,47.65928,-122.317,Entire home/apt,103,30,40,364,0
246,Detached Private Guest Cottage in Sought-After Neighborhood,West Queen Anne,47.63268,-122.3671,Entire home/apt,135,3,374,323,0
247,Center UW Clean & bright 202,University District,47.66155,-122.315,Entire home/apt,90,30,19,344,0
248,Romantic Historic Seattle 780 sq.ft. Loft with A/C,Pioneer Square,47.6002,-122.3338,Entire home/apt,221,2,242,252,0
249,Classy exposed brick loft w fridge/mem foam bed,Georgetown,47.55043,-122.31837,Private room,59,2,118,338,1
250,Seattle Urban-Chic Studio Cottage,Fremont,47.66074,-122.35705,Entire home/apt,190,2,286,169,0
251,Enjoy a Hidden Gem in the Heart of Seattle,Eastlake,47.64627,-122.32271,Entire home/apt,314,2,191,314,0
252,Triple Venti View & Penthouse Style Lux,Pike-Market,47.61088,-122.34389,Entire home/apt,410,30,36,179,0
